,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label
6050,63,Aṣọ Títílayọ̀ rí bí i aṣọ egbéré,Aṣọ Títílayọ̀ kò dára rárá,Aṣọ Títílayọ̀ dára gan,0,1,yo,wrong
6051,64,Adé ń pariwo bí i eni tí ajá bùjẹ,Adé ń pariwo gan,Adé kò pariwo rárá,0,1,yo,wrong
6052,65,Ike omi ọgọ́rùn-ún ni Àdìsá pọn kó tó lọ sí ilé ìwé láàárọ̀ yìí,Àdìsá pọn omi púpọ̀,Omi díẹ̀ ni Àdìsá pọn,1,0,yo,wrong
6053,66,Olùdíje náà sáré bí i atẹ́gùn,Olùdíje mọ eré sá gan,Olùdíje náà kò sáré ba ṣe fẹ́,1,0,yo,wrong
6054,67,Olùdíje náà sáré bí i ìgín,Olùdíje mọ eré sá gan,Olùdíje náà kò sáré ba ṣe fẹ́,0,1,yo,wrong
6055,68,Àpò náà wúwo bí i àpo tó kún fún òkúta ńlá,Àpò náà wúwo gan,Àpò náà fuyẹ́,1,0,yo,wrong
6056,69,Àpò náà kò wúwo rárá,Àpò náà wúwo gan,Àpò náà fuyẹ́,0,1,yo,wrong
6057,70,Ètè rẹ̀ dúdú bí i ètè ẹni tó ń fa igbó,Ètè rẹ̀ ti dúdú jù,Ètè rẹ̀ pupa,0,1,yo,wrong
6058,71,Fọlárìn jẹun bí i ẹlẹ́dẹ̀,Fọlárìn ò jẹun bàṣùbàṣù,Fọlárìn bá ẹlẹ́dẹ̀ ṣeré,0,1,yo,wrong
6059,72,Fọlárìn ò jẹun bí i ẹlẹ́dẹ̀,Fọlárìn ò jẹun bàṣùbàṣù,Fọlárìn bá ẹlẹ́dẹ̀ ṣeré,1,0,yo,wrong
6060,73,"Ayọ̀mídé jẹ abọ́ ẹ̀bà méjìlá, ó wá ń gbẹ́sẹ̀ bí i olóyún tó ń rọbí",Ayọ̀mídé ò lẹ̀ rìn dáadáa lẹ́yìn abọ́ ẹ̀bà méjìlá,Ayọ̀mídé rìn dáada lẹ́yìn abọ́ ẹ̀bà méjìlá,0,1,yo,wrong
6061,74,"Ayọ̀mídé ò lè jẹ abọ́ ẹ̀bà méjìlá, kò sì rìn bí i olóyún",Ayọ̀mídé ò lẹ̀ rìn dáadáa lẹ́yìn abọ́ ẹ̀bà méjìlá,Ayọ̀mídé rìn dáada lẹ́yìn abọ́ ẹ̀bà méjìlá,1,0,yo,wrong
6062,75,Ọlọ́jẹ̀ ni Dáṣọfúnjó,Eléégún ni Dánṣọfúnjó,Oní ìlù ni Dánṣọfúnjó,1,0,yo,wrong
6063,76,Igi tí wọ́n fi pa ejó náà rí ràbàtà bí i igi ìrókò,Igi náà tóbi gan,Igi náà kò tóbi gan,1,0,yo,wrong
6064,77,Ìyá Bọ́lájí sọ pé nǹkan ọmọ ọkùnrin bàbá Bọ́lájí rí bí i tọmọ ìkókó,Nǹkan ọmọ ọkùnrin bàbá Bọ́lájí ti kéré jù,Nǹkan ọmọ ọkùnrin bàbá Bọ́lájí ti tóbi jù,1,0,yo,wrong
6065,78,Ọmọ ọdún mẹ́fà náà lu ìlù bí i ẹni tí wọ́n bí sí ìdílé àyàn,Ọmọ ọdún mẹ́fà náà mọ ìlú lù dáadáa,Ọmọ ọdún mẹ́fà náà kò mọ ìlú lù rárá,1,0,yo,wrong
6066,79,Ọmọ ọdún mẹ́fà náà gbé ìlù kọ́rùn bí i ẹni tí wọ́n bí sí ìdílé àyàn,Ọmọ ọdún mẹ́fà náà mọ ìlú lù dáadáa,Ọmọ ọdún mẹ́fà náà kò mọ ìlú lù rárá,0,1,yo,wrong
6067,80,Ìfẹ́ Adédoyin pamí bí i ọtí,Mo nífẹ̀ẹ́ Adédoyin gan,Mo ò nífẹ̀ẹ́ Adédoyin rárá,1,0,yo,wrong
6068,81,Àbẹ̀ún kó sí́ aṣọ tuntun tó rà,Àbẹ̀ún wọ aṣọ púpọ̀,Àbẹ̀ún wọ aṣọ díẹ̀,0,1,yo,wrong
6069,82,Ayé lọ bí i ọ̀pá òrúnmìlà,Ayé ò lọ lóju kan,Ọ̀nà kan layé wà,0,1,yo,wrong
6070,83,Àdùnnị ṣẹ̀ṣẹ̀ bẹ̀rẹ̀ sí ní lọ ilé ìwé,Àdùnní tí ń ṣe orí ire,Orí burúkú ni Àdùnnní ṣe,0,1,yo,wrong
6071,84,Àmọ̀pé mí gúlegúle bí i ajá tí ẹbí pa,Àmọ̀pé yára mí lọ sókè sílẹ̀,Àmọ̀pé mí lẹ́ẹ̀kan ṣoṣo,1,0,yo,wrong
6072,85,Àṣàkẹ́ jókòó sórí àga bí i ẹni ti ìsó gún nídìí,Àsàkẹ́ kò jókòó dáadáa,Àsàkẹ́ jókòó fẹ̀yìntì,1,0,yo,wrong
6073,86,Ojú Ìgè rí bí i ojú eye àdán,Ojú Ìgè kò rẹwà,Wọ́n fi ẹ̀rín sí ẹnu Ìgè,0,1,yo,wrong
6074,87,Ojú Ìgè kún fún ẹ̀rín àti ayọ,Ojú Ìgè kò rẹwà,Wọ́n fi ẹ̀rín sí ẹnu Ìgè,1,0,yo,wrong
6075,88,Ó taná ojú bí i iná mọ́to ayọ́kẹ́lẹ́,Ó ń ranjú,Ó ń rẹ́rìn ín,1,0,yo,wrong
6076,89,Ojú Fọlárìn ti tóbi jú,Ojú Fọlárìn ti fọ́,Fọlárìn ríran kedere,0,1,yo,wrong
6077,90,Ẹsẹ̀ tó ti kán ni Bọ́lájókòó fi ń rin,Bọ́lájókòó ń fi ọ̀pá rìn,Bọ́lájókòó ń fi ọ̀pá ṣeré,0,1,yo,wrong
6078,91,Iyán náà fẹ́lẹ́ bí i etí,Iyán náà rọ̀,Iyán náà le,1,0,yo,wrong
6079,92,Iyán náà wúwo bí i òkúta,Iyán náà rọ̀,Iyán náà le,0,1,yo,wrong
6080,93,Ìdí àwọn akẹ́kọ̀ọ́ yọ eruku lala bí i omi gbóná nínú yàrá ìdánwò,Ìdánwò náà gbomi mu,Ìdánwò náà rọrùn,1,0,yo,wrong
6081,94,Adégbètẹ́ bú sẹ́kún nígbà tí ó ń bá ọ̀rẹ́ Mákindé sòrò,Adé́gbètẹ̀ bínú nígbà tí ó ń bá ọ̀rẹ́ rẹ̀ sọ̀rò,Adé́gbètẹ̀ rẹ́rìn ín nígbà tí ó ń bá ọ̀rẹ́ rẹ̀ sọ̀rò,0,1,yo,wrong
6082,95,Arákunrìn náà ta téru nípàá níbi ìṣẹ̀lẹ̀ ìjàmbá ọkọ̀,Arákùnrin ná́à ti kú,Arákùnrin ná́à wá ọ̀nà àbáyọ,0,1,yo,wrong
6083,96,Arákunrìn náà ra ọkọ̀ tuntun,Arákùnrin ná́à ti kú,Arákùnrin ná́à wá ọ̀nà àbáyọ,1,0,yo,wrong
6084,97,"Èésúọlá àti àwọn ọ̀rẹ́ rẹ̀ yóò kẹsẹ̀ bọ sòkòtò kan ná-àn, ọlọ́pàá sì kó wọn",Èésúọlá àti àwọn ọ̀rẹ́ rẹ̀ ń jà,Èésúọlá àti àwọn ọ̀rẹ́ rẹ̀ ṣeré kiri,0,1,yo,wrong
6085,98,Èésúọlá àti àwọn ọ̀rẹ́ rẹ̀ yóò aṣọ tó rẹwà tó sì jọra,Èésúọlá àti àwọn ọ̀rẹ́ rẹ̀ ń jà,Èésúọlá àti àwọn ọ̀rẹ́ rẹ̀ ṣeré kiri,1,0,yo,wrong
6086,99,Àdìsà kò mu ẹmu rárá ní ilé ẹmu lánàá,Àdìsá mu ẹmu púpọ̀,Àdìsá mu ẹmu kekeré,0,1,yo,wrong
6087,100,Ọdẹ́ṣọlá ò mọ iṣẹ́ tí wọ́n pè ni iṣẹ́ ọdẹ.,Ọdẹ́ṣọlá mọ iṣẹ́ ọdẹ náà dáadáa,Ọdẹ́ṣọlá ń fi iṣẹ́ ọdẹ ṣeré,0,1,yo,wrong
6088,101,Ení tere èji tere kọ́ ló gba owó rẹ̀ padà,Díẹ̀ díẹ̀ ló ń gba owó rẹ̀ padà,Ó ṣe ìtọrẹ àánú pẹ̀lú owó rẹ̀,0,1,yo,wrong
6089,102,Agbẹjọ́rò náà ò sọ ẹni tó jẹ̀bi,Agbẹjọ́rò náà ti sọ àṣírí ọ̀rọ̀ náà,Agbẹjọ́rò náà ti sú ìgbẹ́jọ́ náà,0,1,yo,wrong
6090,103,Àwọ́n èrò tó wà lọ́jà tí fi ọlọ́pàá gbé bàbá ọjà lánàá,Àwọn ènìyàn púpọ̀ wà lọ́jà,Àwọn mẹ́ta péré ló wà lọ́jà,0,1,yo,wrong
6091,104,Inú Fadékẹ́ ti padà yọ́ sí mi bí i òrí lánàá lẹ́yìn gbogbo ìjà wa,Fadékẹ́ ti padà dárjíì mìí,Fadékẹ́ ti padà bínú sí mi,1,0,yo,wrong
6092,105,Fadékẹ́ ti padà bí ìbejì lẹ́yìn gbogbo ìjà wa,Fadékẹ́ ti padà dárjíì mìí,Fadékẹ́ ti padà bínú sí mi,0,1,yo,wrong
6093,106,Ìka kan ò wọ àwọn ọmọ yìí nídìí mọ́,Eréepá ni àwọn ọmọ náà ṣe kiri,Àwọn ọmọ náà jókòó sí ibìkan,1,0,yo,wrong
6094,107,Ẹ wo bí Adénúgà ṣe ń gun igi bí i ọ̀bọ,Adénúgà pọ́n igi gùn dáadáa,Adénúgà sùn lóri igi,0,1,yo,wrong
6095,108,Ẹnu ni Tifẹ́ladé ni bí i tajakàrà,Tifẹ́ladé máa ń sọ àsọdùn ọ̀rọ̀,Tifẹ́ladé kì í sòrò,1,0,yo,wrong
6096,109,Tifẹ́ladé kò mọ̀ bi wọ́n ṣe dan ẹnu,Tifẹ́ladé máa ń sọ àsọdùn ọ̀rọ̀,Tifẹ́ladé kì í sòrò,0,1,yo,wrong
6097,110,Kí ló dé tí Adéṣínà ṣe máa ń hùwà bí i atọ̀ọ́lé?,Ìwà ọmọdé ni Adéṣínà máa ń wù,Adéṣínà nífẹ̀ẹ́ sí kó ma tọ̀ sára,0,1,yo,wrong
6098,111,Ẹ wo bí Àlàó ṣe duró bí i omi adágún odò,Àlàó kò kúrò lójú kan,Àlàó ń rìn kiri,0,1,yo,wrong
6099,112,Àwọn olè náà júbà eworo nígbà tí wọ́n gbúròó àwọn ọlọ́pàá,Àwọn olè náà sálọ,Àwọn olè náà gbé ìbọn wọn jáde,1,0,yo,wrong
6100,113,Àwọn olè náà yin ìbọn nígbà tí wọ́n gbúròó àwọn ̀ọlọ́pàá,Àwọn olè náà sálọ,Àwọn olè náà gbé ìbọn wọn jáde,0,1,yo,wrong
6101,114,Ọ̀sẹ̀ kan rèé tí Wọléọlá ti wà nínú yàrá bí i ẹni tọ́ fi s'ẹ́wọ̀n,Ó ti pẹ́ gan tí Wọléọlá ti wà nínú yàrá,Wọléọlá ṣẹ̀ṣẹ̀ wọ inú yàrá,0,1,yo,wrong
6102,115,Ọdẹ́wùnmí júbà gbogbo àwọn àgbà ọdẹ bí i ẹni tí kò kọ́ṣẹ́ ọdẹ,Ọdẹ́wùnmí kò kí àwọn àgbà ọdẹ dáadáa,Ọdẹ́wùnmí pariwo mọ́ àwọn àgbà ọdẹ,1,0,yo,wrong
6103,116,Ọ̀gbẹ̀rì ni Adénifújà nínú ẹgbẹ́ wa,Adénifújà kì í ṣe ọmọ ẹgbẹ́ wa,Olórí ẹgbẹ́ wa ni Adénifújà,1,0,yo,wrong
6104,117,Adénifújà kì í ṣe Ọ̀gbẹ̀ri nínú ẹgbẹ́ wa,Adénifújà kì í ṣe ọmọ ẹgbẹ́ wa,Olórí ẹgbẹ́ wa ni Adénifújà,0,1,yo,wrong
6105,118,Wọ́n gbé oúnjẹ tó dùn fún Bólájí,Wọ́n na Bọ́lájí gan,Wọ́n gbé Bọ́lájí lọ jayé,1,0,yo,wrong
6106,119,Arákùnrin náà fẹ́ burẹ́wà,Arákùnrin náà fẹ́ ìyàwó púpọ̀,Ìyàwó kan ṣoṣo ni arákùnrin náà fẹ́,0,1,yo,wrong
6107,120,Ogúnlọ́gọ̀ àwọn ènìyàn ló wà ní pápá ìṣeré tí wọ́n ti fẹ́ gbá bọ́ọ̀lù ikọ̀ Nàìjíríà,Ènìyàn tó pọ̀ ló wà ní pápá ìṣeré náà,Ènìyàn mẹ́fà páré ló wà ní pápá ìṣeré náà,1,0,yo,wrong
6108,121,Àwọn ikọ̀ Nàìjíríà ti fakọyọ níbí ìdíje ife ẹ̀yẹ àgbáyé ju ti àtẹ̀yìn wá lọ,Ikọ̀ Nàìjíríà ṣe dáadáa níbi ìdíje ife ẹ̀yẹ àgbáyé,Ikọ̀ Nàìjíríà hùwà ìbàjẹ́ níbi ìdíje ife ẹ̀yẹ àgbáyé,1,0,yo,wrong
6109,122,Etí Arínájà rí bí i eté eworo,Etí Arínájà tóbi gan,Etí Arínájà kéré gan,0,1,yo,wrong
6110,123,Etí Arínájà tí gbọ́ ọ̀rọ̀ dáadáa,Etí Arínájà tóbi gan,Etí Arínájà kéré gan,1,0,yo,wrong
6111,124,Adérẹ̀mí ṣe Arímọrọ̀ bí ọṣẹ́ ṣé ń ṣojú nígbà tí wọ́n ja ìjà ìjàkadi lánàá,Adérẹ̀mí na Arímọrọ̀ níbi ìjà ìjàkadì lánàá,Adérẹ̀mí ṣeré pẹ̀lú Arímọrọ̀ níbi ìjà ìjàkadì lánàá,0,1,yo,wrong
6112,125,Àrẹ̀mú ò fẹ́ràn láti ma fojú ri Ọmọ́ṣaléwá,Àrẹ̀mú ti ń nífẹ̀ẹ́ Ọmọ́ṣaléwá,Àrẹ̀mú ti lọ pọn omi fún Ọmọ́ṣaléwá lódò,0,1,yo,wrong
6113,126,Bàbá Agbájé ń fẹnu fa ọyùn ìyàwò rẹ̀ bí i ọmọ ìkókó tí kò tí ì já lẹ́nu ọyùn,Bàbá Agbájé mọ ọyùn mu,Bàbá Agbájé mọ oúnjẹ sè,1,0,yo,wrong
6114,127,Bàbá Agbájé kò fẹnu fa ọyùn ìyàwò rẹ̀,Bàbá Agbájé mọ ọyùn mu,Bàbá Agbájé mọ oúnjẹ sè,0,1,yo,wrong
6115,128,"Iná ọdẹ náà tàn, ó sì ríran kedere",Iná ọdẹ náà kò mọ́lẹ̀ dáadáa,Iná ọdẹ náà ti kú,1,0,yo,wrong
6116,129,Ọmọ Ègùn ni Adéṣọlá kò mọ̀ nípa àṣà ilẹ̀ Yorùbá,Adéṣọlá ní ìmọ̀ ìjìnlẹ̀ nípa àṣà àti ìṣe ilẹ̀ Yorùbá,Adéṣọlá ní orí kuku,0,1,yo,wrong
6117,130,Adésuà fọwọ́ osùn pa ògiri gbígbe lánàá nílé ìwòsàn,Adésuà bí ọmọ tuntun lánàá,Adésuà na ọmọ tuntun tó bí,1,0,yo,wrong
6118,131,Adésuà ti bẹ̀rẹ̀ sí ni ṣe àìsàn lánàá nílé ìwòsàn,Adésuà bí ọmọ tuntun lánàá,Adésuà na ọmọ tuntun tó bí,0,1,yo,wrong
6119,132,Ọjọ́ tí òbò bá jẹ ọba lorílẹ̀ èdè yìí ni ìlú bàjẹ́,Ọjọ́ ti obìnrin bá jẹ ọba ni ìlú ma bàjẹ́,Ọjọ́ ti obìnrin bá jẹ ọba ni ìlú yìí ma tòrò,0,1,yo,wrong
6120,133,Iyàwò Rọ̀gbà sunkún àìrípọ̀n nílé ọkọ rẹ̀ lẹ́yìn ìgbéyàwó ọdún mọ́kànlá,Iyàwò Rọ̀gbà sunkún àìrọ́mọ bí nílé ọkọ rẹ̀,Iyàwò Rọ̀gbà dunnú sí àwọn ọmọ tó bí,0,1,yo,wrong
6121,134,Ajá náà bí akọ àti abo bí i àgùntàn tó bímọ láàrọ́ yìí,Ajá náà bí ọkùnrin àti obìnirin,Ajá náà jẹ ọmọ tó bí,1,0,yo,wrong
6122,135,Ajá náà kò bí akọ àti abo,Ajá náà bí ọkùnrin àti obìnirin,Ajá náà jẹ ọmọ tó bí,0,1,yo,wrong
6123,136,Àdìmúlà se èkuru fún à̀wọn ẹgbẹ́ rẹ̀,Àdìmúlà ti kú,Àdìmúlà lọ jí èkuru jẹ,1,0,yo,wrong
6124,137,Ìjọba yẹgi fún arákùnrin náà tó jí owó ìjọba gbé,Ìjọba pa arákùnrin náà,Ìjọba gbé arákùnrin náà lọ ilé ẹjọ́,0,1,yo,wrong
6125,138,Àwọn ọ̀rẹ́ mi ló ra aṣọ tí mo wọ̀ lánàá,Àwọn ọ̀rẹ́ mi ti lọ tú àṣírí ohun tí a ṣe lánàá,Àwọn ọ̀rẹ́ mi ti lọ gbé ohun tí a ṣe lánàá,1,0,yo,wrong
6126,139,Ẹ̀pà hóró mẹ́fà ni Mojí yan lálẹ́ àná kin tó sùn,Ẹ̀pà tó pọ̀ ni Mojí yan lálẹ́ àná,Ẹ̀pà ni Mojí jẹ lálẹ́ àná,0,1,yo,wrong
6127,140,Àmọ̀pé ṣépè fún gbogbo àwọn tí wọ́n diwọ́ disẹ̀ sínú,Àmọ̀pé rawọ́ ẹ̀bẹ̀ sí Olódùmarè fún gbogbo àwọn tí wọ́n lóyún,Àmọ̀pé rawọ́ ẹ̀bẹ̀ sí Olódùmarè fún gbogbo àwọn ọmọdé,0,1,yo,wrong
6128,141,Ọ̀kẹ́ ṣiṣẹ́ bí i omi òjò lánàá,Ọ̀kẹ́ ṣiṣẹ́ láì sinmi,Ọ̀kẹ́ ṣiṣẹ́ ọpọlọ,1,0,yo,wrong
6129,142,Ọ̀kẹ́ ò ṣiṣẹ́ kankan rárá lánàá,Ọ̀kẹ́ ṣiṣẹ́ láì sinmi,Ọ̀kẹ́ ṣiṣẹ́ ọpọlọ,0,1,yo,wrong
6130,143,Bàbá àgbà raṣọ àti bàtà lẹ́yìn ìnáwó tí a ṣe lánàá,Bàbá Àgbà ti kú,Bàbá Àgbà ti wo aṣọ tuntun,0,1,yo,wrong
6131,144,"Lẹ́yìn iṣẹ́ ìjọba ti Àlàkẹ́ ń ṣe, ó tún wá nǹkan mìíràn fi pawọ́dà",Àlàkẹ́ ṣiṣẹ́ mìíràn lẹ́yìn iṣẹ́ ìjọba,Àlàkẹ́ ṣiṣẹ́ tó pọ̀ lánàá,1,0,yo,wrong
6132,145,Ìdánwò tí Dúpé ṣe lánàá gbomi gan,Ìdánwò náà le gan,Ìdánwò náà rọ̀,0,1,yo,wrong
6133,146,Ìdánwò tí Dúpé ṣe lánàá ò gbomi rárá,Ìdánwò náà le gan,Ìdánwò náà rọ̀,1,0,yo,wrong
6134,147,Rónmú ti lọ ra àkukọ lọ́ja ní àárọ̀ yìí,Rónmú pariwo ní àárọ̀ yìí,Rónmú se oúnjẹ,1,0,yo,wrong
6135,148,Ojú ọbẹ̀ àti ẹ̀bà tí ó sè rí bí i ẹrọ̀fọ̀,Mo fẹ́ jẹ ẹ̀bà àti ọbẹ,Ọbẹ̀ àti ẹ̀bà nàá korò,0,1,yo,wrong
6136,149,"Ajá Tifẹ́ gba bàtà lẹ́sẹ̀ mi, ẹ̀sẹ̀ mi ò balẹ̀",Ajá Tifẹ́ lé mi léré,Ajá Tifẹ́ jẹ egungun,0,1,yo,wrong
6137,150,Lọ́ládé gbé ọ̀rọ̀ náà sórí bí i igbá ọtí,Lọ́ládé bínú sí ọ̀rọ̀ náà,Lọ́ládé rẹ́rìn-ín sí ọ̀rọ̀ náà,0,1,yo,wrong
6138,151,Lọ́ládé ti sọ ọ̀rọ̀ kóríyá fún àwọn akẹ́kọ̀ó,Lọ́ládé bínú sí ọ̀rọ̀ náà,Lọ́ládé rẹ́rìn-ín sí ọ̀rọ̀ náà,1,0,yo,wrong
6139,152,Àwọn ìbejì náà má ń fi irùngbọ̀n bàbá wọn ṣeré,Àwọn ìbejì náà sunkún gan,Àwọn ìbejì náà lọ sí ọjà,1,0,yo,wrong
6140,153,ìṣéjú kan ni ìyá àgbà lò láti fi wọ bàtà,Ìyá àgbà pẹ́ kọ́ tó wọ bàtà tán,Ìyá àgbà ò wọ bàtà tán,0,1,yo,wrong
6141,154,Ó ti rẹ̀mí mo lè sùn fún ọdún mẹ́ta,Mo lè sùn fún ìgbà pípẹ́,Mo lè sùn fún wákàtí kan,1,0,yo,wrong
6142,155,Ó ti rẹ̀mí mo lè̀ gbé májèlé jẹ,Mo lè sùn fún ìgbà pípẹ́,Mo lè sùn fún wákàtí kan,0,1,yo,wrong
6143,156,Àlàmú wọlé bí i òlè lórú lánàá nígbà tí a ti sùn,Àlàmú wọlé láì pariwo lánàá,Àlàmú gan ẹsẹ̀ mọ́lẹ̀ wọlé lánàá,1,0,yo,wrong
6144,157,Irun orí bàba Ṣẹ́gun jájẹ láàárín orí bí i irun orí báálẹ̀ agboolé Ṣétù,Bàba Ṣẹ́gun pá lórí,Irun orí bàba Ṣẹ́gun kún gan,0,1,yo,wrong
6145,158,Ọ̀pọ̀lọpọ̀ àǹfàní ló ń kan ìlẹ̀kùn ilé rẹ,Ó ní àǹfàní púpọ̀,Àǹfàní rẹ̀ mẹ́hẹ,1,0,yo,wrong
6146,159,Elétè ṣípotì bí i ètè ràkúnmí,Ètè rẹ̀ tóbi,Ètè rẹ̀ kéré,0,1,yo,wrong
6147,160,Ẹniafẹ́ rẹ́rìn-ín bí i ẹni tó ní gángàngán,Ẹniafẹ́ rẹ́rìn-ín gan,Ẹniafẹ́ fojúro,0,1,yo,wrong
6148,161,Mo fẹ́ lọ ṣe ìgbọ̀nsẹ̀ níwájú ilé ìjosìn wa,Mo fẹ́ lọ yàgbẹ́,Mo fẹ́ lọ jẹun,0,1,yo,wrong
6149,162,Àwọn ajọ àgbáyé ti júwe ọ̀na ilé fún ààrẹ Bùhárí nítorí àìṣe ìtọ́jú àwọn ará ìlú,Àjọ àgbáyé ti yọ ààrẹ Bùhárí kúrò lórí oyè,Àjọ àgbáyé ti fún ààrẹ Bùhárí níṣẹ́ tuntun,0,1,yo,wrong
6150,163,Tanitolúwa ò lè fi gbọ̀ọ̀rọ̀ jẹkà níbi ká ṣètò ìlú,Tanitolúwa jẹ́ ẹni tó dángájíá níbi ìṣètò ìlú,Tanitolúwa jẹ́ aláìmọ̀kan níbi ìṣètò ìlú,0,1,yo,wrong
6151,164,Orí Ẹniọlá àti àwọn ọ̀rẹ́ rẹ̀ ti pé jù,Ẹniọlá àti àwọn ọ̀rẹ́ rẹ̀ kọ̀ mọ ǹkankan,Ẹniọlá àti àwọn ọ̀rẹ́ rẹ̀ mọ ìwé gan,1,0,yo,wrong
6152,165,Ojú abẹ́ Dérìnọlá ti gìn bí i kọ̀ǹga,Ojú abẹ́ Dérìnọlá ti jìn gan,Ojú abẹ́ Dérìnọlá dùn,0,1,yo,wrong
6153,166,"Níbi ìnáwó oyè jíjẹ tí mo lọ, wọ́n filé pọtí, wọ́n fọ̀nà rokà, wọ́n fí gbogbo agbada díran",Óunjẹ pọ̀ gan níbi ìnáwó oyè jíjẹ tí mo lọ,Óunjẹ tí mo jẹ níbi ìnáwó oyè jíjẹ kò tó rárá,1,0,yo,wrong
6154,167,"Níbi ìnáwó oyè jíjẹ tí mo lọ, mo ò rí nǹkankan fẹnu gbá",Óunjẹ pọ̀ gan níbi ìnáwó oyè jíjẹ tí mo lọ,Óunjẹ tí mo jẹ níbi ìnáwó oyè jíjẹ kò tó rárá,0,1,yo,wrong
6155,168,Ladé ti kẹ́ran lọ́wọ́ ìjọba,Ladé ti wọ wàhálà ìjọba,Ladé àti ìjọbá rẹ́,0,1,yo,wrong
6156,169,Ladé ti ń bá ìjọba ṣiṣẹ́,Ladé ti wọ wàhálà ìjọba,Ladé àti ìjọbá rẹ́,1,0,yo,wrong
6157,170,Àdìgún ti ń fẹ́wọ́ láti kékeré,Àdìgún ti ń jalè,Àdìgún ti ra bàtà tuntun,0,1,yo,wrong
6158,171,Nígbà tí àwọn ọmọ náà bẹ̀rẹ̀ sí ní jà ni kábíyèsí ránṣẹ́ pè mí,Nígbà tí oòrùn ràn gidi gan ni kábíyèsí ránṣẹ́ pè mí,Nígbà tí oòrùn wọ̀ ni mo jáde,0,1,yo,wrong
6159,172,Ó ń fi ẹ̀sẹ̀ gbá gbogbo ìgboro kiri,Ó ń rìn kiri,Ó ń jókòó pawó,0,1,yo,wrong
6160,173,Ó ń fi gègé kọ ìwé owó kiri,Ó ń rìn kiri,Ó ń jókòó pawó,1,0,yo,wrong
6161,174,Ojú ọ̀nà náà dí pákópákó bí i ọjú ọ̀nà Ìsọlọ̀ sí Ìjẹgun,Kò sí ọ̀nà rárá láti gbà,Ọkọ̀ tó pọ̀ ló wà lójú ọ̀nà,0,1,yo,wrong
6162,175,Mo ti ra ilé tuntun sí ọjú ọ̀nà Ìsọlọ̀ sí Ìjẹgun,Kò sí ọ̀nà rárá láti gbà,Ọkọ̀ tó pọ̀ ló wà lójú ọ̀nà,1,0,yo,wrong
6163,176,Ìmọ̀ Bọ́lájí kún nípa iṣẹ́ igbá fínfín bí i àwọn ará Ọ̀yọ́,Bọ́lájí mọ iṣẹ́ igbá fínfín dáadáa,Ìmọ̀ Bọ́lájí kò ì tó nípa igbá fínfín,1,0,yo,wrong
6164,177,Omi gàrí tí mo mu lánàá korò bí i àgbo,Omi gàrí náà kan gan,Omi gàrí náà ta lẹ́nu,0,1,yo,wrong
6165,178,Délaní ò mọ ọfà ta bí i àwọn ògbójú ọdẹ,Délaní mọ ọfà ta dáadáa,Délaní ò rí ẹyẹ pa,0,1,yo,wrong
6166,179,Mo ma dé òkè tó ga jùlọ nínú ẹ̀kọ́ mi àti nínú iṣẹ́ mi,Mo ma ṣe àṣeyọ́ri nínú ẹ̀kọ́ mi àti nínú iṣẹ́ mi,Mo ma ṣe iṣẹ́ díẹ̀ nínú ẹ̀kọ́ ní ọ̀la,1,0,yo,wrong
6167,180,Aládòó-òfo ni àwọn ọmọ tó ń bí,Àbíkú l'àwọn ọmọ tó ń bí,Ìbejì l'àwọn ọmọ tí mo bí,0,1,yo,wrong
6168,181,Ó pọn ọmọ bí i ẹni tí Elédùnmarè ò kọmọ mọ́,Kò pọn ọmọ náà dáadáa,Ó pọn ọmọ mẹ́fà papọ̀,1,0,yo,wrong
6169,182,Ìranù ni Jíbíkẹ̀ẹ́ ṣe pẹ̀lú àwọn ọkùnrin,Jíbíkẹ̀ẹ́ mọ bí wọ́n ṣé ń yí ìbàdí fún àwọn ọkùnrin,Ìbàdí Jíbíkẹ̀é ti gan,0,1,yo,wrong
6170,183,Iyán ti Ṣadé sè ti tutù bí i imú ajá nígbà tí mo fẹ́ jẹun,Iyán tí Ṣadé sè ti tutù gan,Iyán tí Ṣadé sè ń yọ eruku lálá,1,0,yo,wrong
6171,184,Bọ́lájókòó kọtí ọ̀gbọ̀n-in sẹ́bọ lóri ohun tí adájọ́ sọ fun nílé ẹjọ́,Bọ́lájókòó ò ṣe ohun tí adájọ́ sọ fún nílé ẹjọ́,Adájọ́ fi Bọ́lájókòó sẹ́wọ̀n lánàá,0,1,yo,wrong
6172,185,Èmi pàápàá gan ò tí i jẹun yó bátákú bí i ìdun tó ń wọ́ rìn kí ń tó kúro nílé,"Ebi ṣì ń pamí, mo ò tí ì yó",Inú mi ti kún bákán,0,1,yo,wrong
6173,186,Èmi pàápàá gan tí i jẹun yó bátákú,"Ebi ṣì ń pamí, mo ò tí ì yó",Inú mi ti kún bákán,1,0,yo,wrong
6174,187,Bàbá Déòtí ti rebi àgbà ń rè ní ìdájí òní,Bàbá Déòtí ti kú,Bàbá Déòtí lọ ṣe ìpàdé lọ́dọ̀ àwọn àgbàgbà ìlú,0,1,yo,wrong
6175,188,Irú ẹmu ògùrọ̀ ti mo yìí ò dùn rárá,O tí pẹ́ gan ti mo mu irú ẹmu ògùrọ̀ yìí,Ẹmu tí mo mu ò dára,0,1,yo,wrong
