,startphrase,ending1,ending2,labels
1038,The digest's compilation was organized like A rummage sale,The digest's compilation was disorderly and not organized,The digest's compilation was well organized and orderly,0
1039,The digest's compilation was organized like A crack platoon of soldiers,The digest's compilation was disorderly and not organized,The digest's compilation was well organized and orderly,1
1040,The world spins like a roulette wheel,The world operates on chance,The world is determined by what you do,0
1041,The world spins like a like a hula-hoop around your waist,The world operates on chance,The world is determined by what you do,1
1042,This food is as rich as a tech billionaire,This is food is very rich/flavorful,This food is not at all rich/has bad flavor,0
1043,This food is as rich as a a homeless bum,This is food is very rich/flavorful,This food is not at all rich/has bad flavor,1
1044,This wine is like the Sahara,The wine is very dry,The wine is very sweet,0
1045,This wine is like candy,The wine is very dry,The wine is very sweet,1
1046,The casino has the integrity of a priest.,The casino is just and fair.,The casino is ruthless.,0
1047,The casino has the integrity of the devil.,The casino is just and fair.,The casino is ruthless.,1
1048,The gambler is a lumberjack.,The gambler is sloppy.,The gambler is careful.,0
1049,The gambler is a ballerina.,The gambler is sloppy.,The gambler is careful.,1
1050,The diss track was an execution.,The diss track was brutal.,The diss track was weak.,0
1051,The diss track was an a light tickle.,The diss track was brutal.,The diss track was weak.,1
1052,His work ethic was made with steel beams.,He was solid and dependable.,He was not reliable a failure.,0
1053,His work ethic was made with jelly.,He was solid and dependable.,He was not reliable a failure.,1
1054,This couch has all the comfort of a nice cloud.,The couch was very comfortable.,The couch was not very comfortable.,0
1055,This couch has all the comfort of a pile of nails.,The couch was very comfortable.,The couch was not very comfortable.,1
1056,The blanket felt as soft as a brick's surface,The blanket isn't soft at all,The blanket is very soft,0
1057,The blanket felt as soft as rabbit fur,The blanket isn't soft at all,The blanket is very soft,1
1058,Magic is a butterfly.,Magic is beautiful.,Magic is ugly.,0
1059,Magic is a frog.,Magic is beautiful.,Magic is ugly.,1
1060,This hurts as much as Brad Pitt hurt Jennifer Aniston,This hurts a lot,This does not hurt at all,0
1061,This hurts as much as eating chocolate,This hurts a lot,This does not hurt at all,1
1062,She treats him like he's a soft puppy.,She treats him too nicely.,She treats him too harshly.,0
1063,She treats him like he's a rabid wolf.,She treats him too nicely.,She treats him too harshly.,1
1064,She smelled like a trash can.,She stunk.,She smelled nice.,0
1065,She smelled like a rose.,She stunk.,She smelled nice.,1
1066,Our love is deep like the ocean,Our love is strong,Our love is weak,0
1067,Our love is deep like a puddle,Our love is strong,Our love is weak,1
1068,The knife is as shiny as a freshly polished piece of jewelry.,The knife is shiny.,The knife is not shiny.,0
1069,The knife is as shiny as a rusty nail.,The knife is shiny.,The knife is not shiny.,1
1070,The girl is as flighty as a plane,The girl is very flighty.,The girl is very steady.,0
1071,The girl is as flighty as a rock,The girl is very flighty.,The girl is very steady.,1
1072,The bone has the white of the blinding lights of Heaven,The bone is very white,The bone is not white,0
1073,The bone has the white of the La Brea tar pits,The bone is very white,The bone is not white,1
1074,He is as brave as a leopard,he is brave.,he is a coward,0
1075,He is as brave as a cow,he is brave.,he is a coward,1
1076,Traffic is moving at the speed of a turtle,Traffic is slow,Traffic is moving fast,0
1077,Traffic is moving at the speed of a rocket,Traffic is slow,Traffic is moving fast,1
1078,Our enemies have the strength of an army of of hoplites,The enemies are very strong and coordinated,The enemies are weak and helpless,0
1079,Our enemies have the strength of a sleeping koala,The enemies are very strong and coordinated,The enemies are weak and helpless,1
1080,The villain has the brain of Einstein,The villain is a genius,The villain isn't very bright,0
1081,The villain has the brain of a kindergartener,The villain is a genius,The villain isn't very bright,1
1082,The runner has the speed of Usain Bolt,The runner is fast,The runner is slow,0
1083,The runner has the speed of a turtle,The runner is fast,The runner is slow,1
1084,The girl's taste was as rich as champagne,The girl had expensive taste.,The girl had cheap and tacky taste.,0
1085,The girl's taste was as rich as beer,The girl had expensive taste.,The girl had cheap and tacky taste.,1
1086,He's knows as much about science as an enclyclopedia.,He knows a lot about science.,He doesn't know much about science at all.,0
1087,He's knows as much about science as a monkey.,He knows a lot about science.,He doesn't know much about science at all.,1
1088,The dog is a wooly mammoth.,The dog is hairy.,The dog is bald.,0
1089,The dog is a naked mole rat.,The dog is hairy.,The dog is bald.,1
1090,The tree was a gnarled old man.,The tree was old.,The tree was young.,0
1091,The tree was a spry young lad.,The tree was old.,The tree was young.,1
1092,This argument is like a fly spiralling towards a light,the argument is pointless,the argument is meaningful,0
1093,This argument is like looking into a crystal ball,the argument is pointless,the argument is meaningful,1
1094,His torso has the appearance of a stalk of celery.,This torso is skinny.,His torso is obese.,0
1095,His torso has the appearance of great mounds of dough.,This torso is skinny.,His torso is obese.,1
1096,The song is reminiscent of a soft evening breeze.,The song is soothing.,The song is loud and irritating.,0
1097,The song is reminiscent of the blaring of sirens.,The song is soothing.,The song is loud and irritating.,1
1098,"Accepting candy from strangers is as safe as trusting a one-night stand who proclaims they ""tested clean.""",Accepting candy from strangers is dangerous,Accepting candy from strangers is perfectly safe,0
1099,Accepting candy from strangers is as safe as enjoying your mom's freshly-baked cookies.,Accepting candy from strangers is dangerous,Accepting candy from strangers is perfectly safe,1
1100,He's got the muscles of a gorilla.,He's very muscular.,He's not very muscular.,0
1101,He's got the muscles of a skeleton.,He's very muscular.,He's not very muscular.,1
1102,The falling comet was like a firework,The falling comet was over quickly,The falling comet lasted forever,0
1103,The falling comet was like a streetlight,The falling comet was over quickly,The falling comet lasted forever,1
1104,My backyard is like a vast forest,My backyard is overgrown and unkempt.,My backyard is small and confining.,0
1105,My backyard is like a cubicle.,My backyard is overgrown and unkempt.,My backyard is small and confining.,1
1106,Watching kids is as fun as setting yourself on fire,Watching kids is miserable,watching kids is really fun,0
1107,Watching kids is as fun as going through a chocolate factory,Watching kids is miserable,watching kids is really fun,1
1108,Studying math is akin to gouging your eyes out,Studying math can be a really hard subject to grasp and drains your mental energy,Studying math can be a really easy subject to understand,0
1109,Studying math is akin to a walk in the park,Studying math can be a really hard subject to grasp and drains your mental energy,Studying math can be a really easy subject to understand,1
1110,The plot was as intricate as a Set of kid's blocks,The plot was simple,The plot was complicated,0
1111,The plot was as intricate as a The parts of a precision timepiece,The plot was simple,The plot was complicated,1
1112,Her teeth are as shiny as tinsel,Her teeth are sparkling.,Her teeth aren't shiny at all.,0
1113,Her teeth are as shiny as concrete,Her teeth are sparkling.,Her teeth aren't shiny at all.,1
1114,That man has the honesty of a saint.,The man is very honest.,The man is not honest at all.,0
1115,That man has the honesty of a crook.,The man is very honest.,The man is not honest at all.,1
1116,He fought as hard as an attack dog,He fought hard,He didn't put up a fight at all,0
1117,He fought as hard as an opossum,He fought hard,He didn't put up a fight at all,1
1118,this cake tastes like dirt,this cake is very bad,this cake is very good,0
1119,this cake tastes like heaven,this cake is very bad,this cake is very good,1
1120,The chair was as comfortable as A bed of nails,The chair is uncomfortable,The chair is very comfortable,0
1121,The chair was as comfortable as A cloud from heaven,The chair is uncomfortable,The chair is very comfortable,1
1122,The movie's script had the depth of A Sesame Street episode,The script is shallow and simple,The script is deep and mysterious,0
1123,The movie's script had the depth of Sir Arthur Conan Doyle's best novel,The script is shallow and simple,The script is deep and mysterious,1
1124,Studying for a spelling test is a piece of cake,Studying for a spelling test is easy,Studying for a spelling test is hard,0
1125,Studying for a spelling test is akin to fighting a zombie apocalypse with no weapons,Studying for a spelling test is easy,Studying for a spelling test is hard,1
1126,The woman had as much romanticism as an icicle,The woman wasn't romantic at all.,The woman was highly romantic.,0
1127,The woman had as much romanticism as Cupid,The woman wasn't romantic at all.,The woman was highly romantic.,1
1128,His imagination is as small as a peanut,He is uncreative,He has a vivid imagination,0
1129,His imagination is as broad as the sky,He is uncreative,He has a vivid imagination,1
1130,The crowd was as alert as a gazelle on the Serengeti.,The crowd was on edge,The crowd was bored.,0
1131,The crowd was as alert as a grandpa in a rocker.,The crowd was on edge,The crowd was bored.,1
1132,The girl had the laughter of a teakettle's whistle.,The laughter is loud and annoying.,The laughter is haunting.,0
1133,The girl had the laughter of a loon's warble,The laughter is loud and annoying.,The laughter is haunting.,1
1134,Security is tight as a straight jacket,Security is tight.,Security is loose.,0
1135,Security is tight as a loose fitting sweater.,Security is tight.,Security is loose.,1
1136,The house had the appeal of seductive gentleman.,The house was inviting and beautiful to behold.,The house was disinviting and not particularly alluring.,0
1137,The house had the appeal of a haunted house.,The house was inviting and beautiful to behold.,The house was disinviting and not particularly alluring.,1
1138,My mood was like a whirlpool.,My mood was chaotic and turbulent; it was all over the place.,My mood was steady and calm.,0
1139,My mood was like a peaceful mountain river.,My mood was chaotic and turbulent; it was all over the place.,My mood was steady and calm.,1
1140,The cake slice was as soft as a wooden block,The cake slice was very tough.,The cake slice was soft and light.,0
1141,The cake slice was as soft as a sponge,The cake slice was very tough.,The cake slice was soft and light.,1
1142,The acne on the girl's face was as noticeable as Paris on a map of France,The acne on the girl's face was very prominent.,The acne on the girl's face was hidden.,0
1143,The acne on the girl's face was as noticeable as an atom in the universe.,The acne on the girl's face was very prominent.,The acne on the girl's face was hidden.,1
1144,The girl was as knowledgeable about other people's business as a Washington Post reporter,The girl knew everyone's business.,The girl never knew anyone's business.,0
1145,The girl was as knowledgeable about other people's business as a shut-in,The girl knew everyone's business.,The girl never knew anyone's business.,1
1146,This house has the spaciousness of Asia,This house is huge,This house is very small,0
1147,This house has the spaciousness of a jail cell,This house is huge,This house is very small,1
1148,My girlfriend has the smell of roses,My girlfriend smells nice,My girlfriend smells bad,0
1149,My girlfriend has the smell of a garbage can,My girlfriend smells nice,My girlfriend smells bad,1
1150,The girl's hair was as bright as a diamond,The girl's hair was shiny.,The girl's hair was dull.,0
1151,The girl's hair was as bright as an overripe banana peel,The girl's hair was shiny.,The girl's hair was dull.,1
1152,The girl ate as much as an Eagles quarterback,The girl ate everything.,The girl ate nothing.,0
1153,The girl ate as much as a baby robin,The girl ate everything.,The girl ate nothing.,1
1154,Last night was as dark as a black body,last night was pitch black,last night was bright,0
1155,Last night was as dark as a midnight sun,last night was pitch black,last night was bright,1
1156,The clacks of my keyboard are as loud as a shotgun in an empty room,The keyboard was extremely loud.,The keyboard was almost completely silent.,0
1157,The clacks of my keyboard are as loud as a crawling caterpillar,The keyboard was extremely loud.,The keyboard was almost completely silent.,1
1158,That website is as useful as a landmine in a kitchen,The website was not useful and not practical.,The website was very useful.,0
1159,That website is as useful as a million dollars,The website was not useful and not practical.,The website was very useful.,1
1160,The movie has the depth of caked makeup,The movie is shallow and boring.,The movie is deep and powerful.,0
1161,The movie has the depth of a volcano,The movie is shallow and boring.,The movie is deep and powerful.,1
1162,The President has the mind of a drooling baby.,The President is a moron.,The President is a genius.,0
1163,The President has the mind of Albert Einstein.,The President is a moron.,The President is a genius.,1
1164,The employee is as hard-working as a slug,The employee is lazy.,The employee is hard-working.,0
1165,The employee is as hard-working as a spider,The employee is lazy.,The employee is hard-working.,1
1166,The soldier is a smart as a goldfish.,The soldier is stupid.,The soldier is very smart.,0
1167,The soldier is a smart as a dolphin.,The soldier is stupid.,The soldier is very smart.,1
1168,The grading policy is as flexible as silly putty,The grading policy is very lenient.,The grading policy is very strict.,0
1169,The grading policy is as flexible as a metal pole,The grading policy is very lenient.,The grading policy is very strict.,1
1170,The third-word country's military was that of A group of boy scouts,The third-word country's military was very amature,The third-word country's military was very professional,0
1171,The third-word country's military was that of A top-notch band of commandos,The third-word country's military was very amature,The third-word country's military was very professional,1
1172,The lamp lit the room up like an explosion,The lamp gave off a lot of light,The lamp did not give off much light,0
1173,The lamp lit the room up like a poor candle,The lamp gave off a lot of light,The lamp did not give off much light,1
1174,The boy's wit is as sharp as a razor,The boy has much wit,The boy has not much wit,0
1175,The boy's wit is as sharp as a dull knife,The boy has much wit,The boy has not much wit,1
1176,Reading the book is a fun little jog,"The book is a quick, entertaining read",The book is very dense and hard to get through,0
1177,Reading the book is marching through mud,"The book is a quick, entertaining read",The book is very dense and hard to get through,1
1178,This game's rules are a calculus textbook,The game's rules are complicated,The game's rules are simple,0
1179,This game's rules are a child's picture book,The game's rules are complicated,The game's rules are simple,1
1180,My head is a drum solo,My head is pounding,My head feels cool and pleasant,0
1181,My head is an autumn breeze,My head is pounding,My head feels cool and pleasant,1
1182,The food tasted like a childhood memory.,The food tastes good and is comforting.,The food is disgusting and unpleasant.,0
1183,The food tasted like the underside of a toilet.,The food tastes good and is comforting.,The food is disgusting and unpleasant.,1
1184,The land is a rock garden.,The land is bumpy.,The land is smooth.,0
1185,The land is an ice rink.,The land is bumpy.,The land is smooth.,1
1186,The runner is a sloth.,The runner is slow.,The runner is fast.,0
1187,The runner is a cheetah.,The runner is slow.,The runner is fast.,1
1188,The president spoke with the authority of a lion,The president shows strength in the boldness of his speech.,"The president speaks from a place of weakness, showing no authority.",0
1189,The president spoke with the authority of peasant.,The president shows strength in the boldness of his speech.,"The president speaks from a place of weakness, showing no authority.",1
1190,He is as sharp as a razor,He is very smart,He lacks intelligence,0
1191,He is as sharp as a bowling ball,He is very smart,He lacks intelligence,1
1192,Time was moving like a cheetah,Time was moving very quickly.,Time was barely moving.,0
1193,Time was moving like a snail,Time was moving very quickly.,Time was barely moving.,1
1194,The movie has the pacing of a slug,The movie is slow.,The movie is well-paced.,0
1195,The movie has the pacing of a Tour de France champion.,The movie is slow.,The movie is well-paced.,1
1196,The girl's dreams were as aspirational as a stargazer,The girl had lofty dreams.,The girl had absolutely no dreams.,0
1197,The girl's dreams were as aspirational as mud,The girl had lofty dreams.,The girl had absolutely no dreams.,1
1198,Your solution is a knife in a wound,Their solution makes things worse.,Their solution really helps.,0
1199,Your solution is a a stitch in a wound.,Their solution makes things worse.,Their solution really helps.,1
1200,The house has the strength of popsicle sticks,The house is weak.,The house is strong.,0
1201,The house has the strength of steel,The house is weak.,The house is strong.,1
1202,The wall is as thick as bricks,You can hear nothing through the wall.,You can hear everything through the wall.,0
1203,The wall is as thick as paper,You can hear nothing through the wall.,You can hear everything through the wall.,1
1204,He is as smart as my doctor,He is incredibly smart.,He is not smart at all.,0
1205,He is as smart as a door handle,He is incredibly smart.,He is not smart at all.,1
1206,"Compared to their competitors' tech, this prototype looks like it has been made by a dinosaur",The prototype is fundamentally simple and thus too basic.,The prototype is incredibly advanced compared to other similar products on the market.,0
1207,"Compared to their competitors' tech, this prototype looks like it has come from 4021",The prototype is fundamentally simple and thus too basic.,The prototype is incredibly advanced compared to other similar products on the market.,1
1208,This man had a temper of The Incredible Hulk,The man is easily and profoundly angered,The man is rarely angered and usually calm,0
1209,This man had a temper of The Care Bears,The man is easily and profoundly angered,The man is rarely angered and usually calm,1
1210,That professor was about as helpful as a Spanish to English book when you only know Russian,The professor is useless as a source of knowledge,The professor is extremely knowledgeable,0
1211,That professor was about as helpful as Google as a person,The professor is useless as a source of knowledge,The professor is extremely knowledgeable,1
1212,Those pancakes tasted as if they were made of drywall drenched in syrup,The pancakes are awful,The pancakes are fantastic,0
1213,Those pancakes tasted as if God himself cooked them on Heaven's skillet,The pancakes are awful,The pancakes are fantastic,1
1214,The costume fit as snugly as a condom,The costume fit very well.,The costume didn't fit well at all.,0
1215,The costume fit as snugly as a paper bag,The costume fit very well.,The costume didn't fit well at all.,1
1216,The wall was as thick as rock,The wall was thick,The wall was thin,0
1217,The wall was as thick as paper,The wall was thick,The wall was thin,1
1218,I am as busy as a teacher on report card day,I have much work,I have little work,0
1219,I am as busy as a sloth on vacation,I have much work,I have little work,1
1220,I'm as calm as a cucumber,I am relaxed,I am hyped,0
1221,I'm as calm as a racoon in a beehive,I am relaxed,I am hyped,1
1222,The woman drives as fast as a star ship,The woman drives fast,The woman drives slow,0
1223,The woman drives as fast as a turtle,The woman drives fast,The woman drives slow,1
1224,The weather feels like we are living on the sun,The weather feels extremely hot,The weather feels extremely cold,0
1225,The weather feels like we are living in Antarctica,The weather feels extremely hot,The weather feels extremely cold,1
1226,He completed the race at the speed of a rocket ship to the moon,He completed the race very quickly,He completed the race very slowly,0
1227,He completed the race like he was carrying a pyramid on his back,He completed the race very quickly,He completed the race very slowly,1
1228,You work like a turtle.,You work slow.,You work fast.,0
1229,You work like a hare.,You work slow.,You work fast.,1
1230,The lady is a peacock.,The lady is pretty.,The lady is ugly.,0
1231,The lady is a crow.,The lady is pretty.,The lady is ugly.,1
1232,The ocean was a raging bull.,The ocean was rough.,The ocean was calm.,0
1233,The ocean was a meek lamb.,The ocean was rough.,The ocean was calm.,1
1234,Mainstream music has a depth of a drinking glass,The music is shallow,The music choice is extensive,0
1235,Mainstream music has a depth of a library,The music is shallow,The music choice is extensive,1
1236,His eyes were ice,His eyes were cold,His eyes were warm and inviting,0
1237,His eyes were sunrays,His eyes were cold,His eyes were warm and inviting,1
1238,Her eyes were like a deep blue sea,Her eyes were inviting,Her eyes weren't inviting,0
1239,Her eyes were like a bag of coal,Her eyes were inviting,Her eyes weren't inviting,1
1240,The height of the tower extended to the entrance of heaven.,The tower was extremely high.,The tower was short.,0
1241,The height of the tower extended to the steeple top of a one story church.,The tower was extremely high.,The tower was short.,1
1242,They got as many people interested as in a middle-school chess tournament.,There's not many people interested in this.,There are a lot of people following this with interest.,0
1243,They got as many people interested as in the Super Bowl.,There's not many people interested in this.,There are a lot of people following this with interest.,1
1244,The room was as as cool as mount doom,The room was extremely hot,The room temperature was pleasant,0
1245,The room was as as cool as a spring breeze,The room was extremely hot,The room temperature was pleasant,1
1246,The boy has a frame that's as thin as a telephone pole,The boy's frame is wispy.,The boy isn't thin at all.,0
1247,The boy has a frame that's as thin as a log,The boy's frame is wispy.,The boy isn't thin at all.,1
1248,The artist's work is as recognizable as the McDonald's logo,The artist's work is instantly recognizable.,The artist's work isn't recognizable.,0
1249,The artist's work is as recognizable as a single grain of sand at the beach,The artist's work is instantly recognizable.,The artist's work isn't recognizable.,1
1250,The soap makes all the bubbles of a freshly opened soda,The soap makes many bubbles,The soap lacks bubbles,0
1251,The soap makes all the bubbles of an unboiled pot of water,The soap makes many bubbles,The soap lacks bubbles,1
1252,John is a mighty moose.,John is very huge.,John is very tiny.,0
1253,John is a an ant.,John is very huge.,John is very tiny.,1
1254,Joyce is a sloth.,Joyce is very idle and lazy,Joyce is very hardworking and active.,0
1255,Joyce is a a bee.,Joyce is very idle and lazy,Joyce is very hardworking and active.,1
1256,Her legs are tree trunks,Her legs are fat,Her legs are skinny,0
1257,Her legs are sticks,Her legs are fat,Her legs are skinny,1
1258,That meal was as good as taking a hot shower.,The meal is comforting.,The meal was unsatisfying.,0
1259,That meal was as good as sleeping without a cover.,The meal is comforting.,The meal was unsatisfying.,1
1260,Her hair was as curly as a poodle's,Her hair is curly,Her hair is straight,0
1261,Her hair was as curly as ruler,Her hair is curly,Her hair is straight,1
1262,That mother had the character of a honey badger,The mother is a terrible person,The mother is a kindly person,0
1263,That mother had the character of a Quokka,The mother is a terrible person,The mother is a kindly person,1
1264,The actor is a bushwacker.,The actor is sloppy.,The actor is careful.,0
1265,The actor is a ballerina.,The actor is sloppy.,The actor is careful.,1
1266,The nurse is a yeti.,The nurse is sloppy.,The nurse is careful.,0
1267,The nurse is a sculptor.,The nurse is sloppy.,The nurse is careful.,1
1268,The carpenter hit the nail with the force of A feather floating to the ground,The carpenter hit the nail softly,The carpenter hit the nail very hard,0
1269,The carpenter hit the nail with the force of An artillery shell hitting a brick wall,The carpenter hit the nail softly,The carpenter hit the nail very hard,1
1270,The detective had to instincts of A drunken moose,The detective was dull-witted,The detective was intelligent,0
1271,The detective had to instincts of Sherlock Holmes,The detective was dull-witted,The detective was intelligent,1
1272,The politician was as conniving as a House of Cards character.,"The politician was manipulative, only concerned with power, and loose with the truth.","The politician was innocent, sweet, and gentle in his disposition.",0
1273,The politician was as conniving as a Corgi.,"The politician was manipulative, only concerned with power, and loose with the truth.","The politician was innocent, sweet, and gentle in his disposition.",1
1274,The man's outfit makes him look as sharp as a university professor,The man's outfit makes him look well put-together.,The man's outfit makes him look tawdry.,0
1275,The man's outfit makes him look as sharp as a plumber,The man's outfit makes him look well put-together.,The man's outfit makes him look tawdry.,1
1276,Her attention to detail was like a first grader's,She paid no attention to detail.,She paid a lot of attention to detail.,0
1277,Her attention to detail was like an attorney's,She paid no attention to detail.,She paid a lot of attention to detail.,1
1278,The artist has the personality of a rotten birch tree.,The artist is mean.,The artist is kind.,0
1279,The artist has the personality of an elderly oak tree.,The artist is mean.,The artist is kind.,1
1280,He works like he's attached to the energy grid.,He works really hard.,He doesn't work really hard.,0
1281,He works like like he's run out of charge.,He works really hard.,He doesn't work really hard.,1
1282,He can jump like a cat smelling wet food.,He can jump really well.,He can't jump really well.,0
1283,He can jump like a cat with arthritis.,He can jump really well.,He can't jump really well.,1
1284,She has the instincts of a viscous cobra,She has aggressive instincts,She has docile instincts,0
1285,She has the instincts of a domesticated sheep,She has aggressive instincts,She has docile instincts,1
1286,The team worked with the cohesion of an automated assembly line,The team worked cohesively,The team was disorganized,0
1287,The team worked with the cohesion of a gaggle of wild geese,The team worked cohesively,The team was disorganized,1
1288,The wild love between the two was a supernova,The love was really wild,The love was not very wild,0
1289,The wild love between the two was a warm glass of milk,The love was really wild,The love was not very wild,1
1290,Their love was a psych ward,Their love was madness.,Their love was not mad.,0
1291,Their love was the discharge unit of a psych ward,Their love was madness.,Their love was not mad.,1
1292,Their love was a garden,Their love was natural and wild.,Their love was tame and man made.,0
1293,Their love was a city block,Their love was natural and wild.,Their love was tame and man made.,1
1294,The man is as anxious as a kid at the dentist's office,The man is extremely anxious.,The man is very calm.,0
1295,The man is as anxious as a child who's asleep,The man is extremely anxious.,The man is very calm.,1
1296,The girl's skin is as pale as milk,The girl's skin is super pale.,The girl's skin is tan.,0
1297,The girl's skin is as pale as caramel sauce,The girl's skin is super pale.,The girl's skin is tan.,1
1298,After finishing his invention he felt like Thomas Edison,The invention was very well done,The invention did not come out very well,0
1299,After finishing his invention he felt like Dumb and Dumber,The invention was very well done,The invention did not come out very well,1
1300,Man that boy has the brains of a dog eaten shoe,The boy is not very smart,The boy is a genius,0
1301,Man that boy has the brains of a grandmaster chess player,The boy is not very smart,The boy is a genius,1
1302,The wild has the beauty of a colorful parrot,The wild is attractive and eye catching,The wild is small and boring looking,0
1303,The wild has the beauty of a mole,The wild is attractive and eye catching,The wild is small and boring looking,1
1304,These chips have the crunch of an uncooked bowl of ramen,The chips are super crunchy,They lack any crunch,0
1305,These chips have the crunch of an overcooked bowl of ramen,The chips are super crunchy,They lack any crunch,1
1306,The story was as sad as a funeral,The story was sad,The story was fun and happy.,0
1307,The story was as sad as a party,The story was sad,The story was fun and happy.,1
1308,The fish was as big as an ox,The fish was large,The fish was small,0
1309,The fish was as big as a pebble,The fish was large,The fish was small,1
1310,The pizza tastes like a cardboard box,The pizza is stale.,The pizza is delicious.,0
1311,The pizza tastes like a Thanksgiving dinner,The pizza is stale.,The pizza is delicious.,1
1312,That person has the strength of a gorilla,The person is strong.,The person is weak.,0
1313,That person has the strength of a cotton ball,The person is strong.,The person is weak.,1
1314,She has the personality of a cookie,She is friendly.,She is mean.,0
1315,She has the personality of a crocodile,She is friendly.,She is mean.,1
1316,His stomach was as loud as thunder,His stomach was loud,His stomach was quiet,0
1317,His stomach was as loud as a moment of silence,His stomach was loud,His stomach was quiet,1
1318,The dish is as tasty as a pair of gym shorts,The meal is disgusting.,The meal is delicious.,0
1319,The dish is as tasty as a Michelin starred meal,The meal is disgusting.,The meal is delicious.,1
1320,She is a California Wildfire.,She is destructive.,She is helpful.,0
1321,She is a Sunday rain.,She is destructive.,She is helpful.,1
1322,He has the hearing of a vampire bat,He has good hearing,His hearing is very poor,0
1323,He has the hearing of a fossilized earthworm,He has good hearing,His hearing is very poor,1
1324,The book had the sophistication of a knock-knock joke,The book is simplistic,The book has depth,0
1325,The book had the sophistication of a poem by Keats,The book is simplistic,The book has depth,1
1326,The argument is as clear as pea soup,The argument is not clear,The argument is very clear,0
1327,The argument is as clear as a drop of water,The argument is not clear,The argument is very clear,1
1328,He divorced his wife because she became a mountain,He divorced his wife because she became stagnant and uninteresting.,He divorced his wife because she became very busy,0
1329,He divorced his wife because she became a drilling machine,He divorced his wife because she became stagnant and uninteresting.,He divorced his wife because she became very busy,1
1330,The homework assignment caught my attention as much as a billboard sign,The homework assignment commanded my attention.,The homework assignment didn't catch my attention at all.,0
1331,The homework assignment caught my attention as much as a paperclip,The homework assignment commanded my attention.,The homework assignment didn't catch my attention at all.,1
1332,My teacher's lecture was as engaging as a breaking news clip,My teacher's lecture really interested me.,My teacher's lecture was very boring.,0
1333,My teacher's lecture was as engaging as a toothpaste commercial,My teacher's lecture really interested me.,My teacher's lecture was very boring.,1
1334,He played poker like A drunken sailor,He is a poor poker player,He is a great poker player,0
1335,He played poker like A computerized expert,He is a poor poker player,He is a great poker player,1
1336,They are as excited as roaches near a pie,they are hyped,they don't care,0
1337,They are as excited as dead lizards,they are hyped,they don't care,1
1338,Love is as soft as a feather.,Love is gentle.,Love is harsh and hurtful.,0
1339,Love is as hard as a car crash.,Love is gentle.,Love is harsh and hurtful.,1
1340,This blanket is as insulating as a wet tissue.,The blanket does not keep me warm.,The blanket keeps me very warm.,0
1341,This blanket is as insulating as an Alaskan snowsuit.,The blanket does not keep me warm.,The blanket keeps me very warm.,1
1342,The girl's personality was as bitter as winter melon,The girl's personality was very bitter.,The girl's personality wasn't bitter at all.,0
1343,The girl's personality was as bitter as vanilla ice cream,The girl's personality was very bitter.,The girl's personality wasn't bitter at all.,1
1344,Love has the ability to make your life into a choose your own adventure novel,Love can make life fun,love can make life torturous,0
1345,Love has the ability to make your life into Dante's Inferno,Love can make life fun,love can make life torturous,1
1346,"For him, she was gravity itself.",She keeps him grounded.,She keeps him free.,0
1347,"For him, she was a rocket ship.",She keeps him grounded.,She keeps him free.,1
1348,The decorations in her house were a window into her mind.,The decorations allow you to see into her.,The decorations obscure her true self.,0
1349,The decorations in her house were a smokescreen in front of her mind.,The decorations allow you to see into her.,The decorations obscure her true self.,1
1350,My love has the strength of a million elephants.,My love is unbreakable.,My love is weak.,0
1351,My love has the strength of a wet piece of spaghetti.,My love is unbreakable.,My love is weak.,1
1352,She smelled as sweet as a fresh vanilla cake pulled from the oven.,She smelled wonderfully.,She smelled horribly.,0
1353,She smelled as sweet as cow dung and looked twice as bad.,She smelled wonderfully.,She smelled horribly.,1
1354,The music is a soothing as a screaming kid,The music is not calming,The music is very calming,0
1355,The music is a soothing as a hot bath,The music is not calming,The music is very calming,1
1356,This internet speed is as fast as a cheetah,The internet is very fast,The internet is painfully slow,0
1357,This internet speed is as fast as a snail riding a turtle,The internet is very fast,The internet is painfully slow,1
1358,The route was as straight as a fired bullet,The route followed a straight line.,The route wasn't straight at all.,0
1359,The route was as straight as a Merry-Go-Round.,The route followed a straight line.,The route wasn't straight at all.,1
1360,Her stomach is the size of a pin,Her stomach is very small.,Her stomach is very large.,0
1361,Her stomach is the size of a swimming pool,Her stomach is very small.,Her stomach is very large.,1
1362,That woman is a kangaroo.,She has a ton of energy.,She doesn't have much energy.,0
1363,That woman is a a slug.,She has a ton of energy.,She doesn't have much energy.,1
1364,The knife was as sharp as a Samurai sword,The knife was very sharp.,The knife wasn't sharp at all.,0
1365,The knife was as sharp as a plastic spoon,The knife was very sharp.,The knife wasn't sharp at all.,1
1366,Her idea was like a joke,Her idea was ridiculous,Her idea was refreshing,0
1367,Her idea was like a breath of fresh air,Her idea was ridiculous,Her idea was refreshing,1
1368,Walking through the snow was like going through concrete,The snow was heavy,The snow was light and airy,0
1369,Walking through the snow was like stepping in fresh powder,The snow was heavy,The snow was light and airy,1
1370,His dog was like a bull in a china shop,The dog was knocking things over,The dog was very well behaved,0
1371,His dog was like a disciplined child,The dog was knocking things over,The dog was very well behaved,1
1372,The girl's personality was like a cactus,The girl had a difficult personality.,The girl had a sweet personality.,0
1373,The girl's personality was like a rose,The girl had a difficult personality.,The girl had a sweet personality.,1
