,Unnamed: 0.1,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label
4549,4549,13,Mzamiru passed the ruler,The player made a good pass,The player made a bad pass,0,0,sw,correct
5529,5529,169,The player was like pure gold for the circuit.,The player was fit for the game.,The player was unfit for the game.,0,1,sw,wrong
5528,5528,168,The player was like Sunday shoes.,The player was fit for the game.,The player was unfit for the game.,1,0,sw,wrong
2391,2391,253,The police are like wild dogs,The police are brutal,The police are gentle,0,0,jv,correct
2392,2392,254,The police are like kittens,The police are brutal,The police are gentle,1,1,jv,correct
5254,5254,718,The police suspected you of being a thief,The police don't suspect you when you're nervous,The police cannot suspect you when you are calm,0,0,sw,correct
5255,5255,719,The police cannot suspect you when you are as calm as the sea,The police don't suspect you when you're nervous,The police cannot suspect you when you are calm,1,1,sw,correct
5824,5824,189,The police have promised that the person who robs the government will be punished in the world and will receive a knife in heaven,The police have promised that they will kill whoever robs the government,The police have said that there is money for those who rob the government,0,0,yo,correct
5825,5825,190,The police have promised that the person who robs the government will receive tabua money,The police have promised that they will kill whoever robs the government,The police have said that there is money for those who rob the government,1,1,yo,correct
5829,5829,194,The police have told the government to kill all the prisoners,The police have told the government to be patient,The government has taken action on the matter of the police,1,1,yo,correct
6159,6159,178,The police have told the government to crack down on the matter.,The police have told the government to be patient,The government has taken action on the matter of the police,1,0,yo,wrong
5096,5096,560,"The police were like the judges of the history of frontiers, they first hang a prisoner and then try him.",The police were fair.,The police were not fair.,1,1,sw,correct
5095,5095,559,The police were just as respectful.,The police were fair.,The police were not fair.,0,0,sw,correct
2188,2188,50,The policeman's hair is like a coconut,The policeman's hair is bald,The policeman's hair is messy,0,0,jv,correct
2586,2586,46,The policeman's hair is like a cat's hair,The policeman's hair is bald,The policeman's hair is messy,0,1,jv,wrong
3368,3368,630,The pollution in that city is like Bangalore,The pollution in that city is high,The pollution of that city is not high,1,1,kn,correct
3367,3367,629,The pollution in that city is like Delhi,The pollution in that city is high,The pollution of that city is not high,0,0,kn,correct
5626,5626,266,The poor of Kenya wear rags like a king,The poor of Kenya wear rags,The poor in Kenya wear clean clothes,0,1,sw,wrong
5339,5339,803,The poor of Kenya wear rags like a choker,The poor of Kenya wear rags,The poor in Kenya wear clean clothes,0,0,sw,correct
3889,3889,399,The population of that country is about the same as that of Canada,The population of that country is high,The population of that country is less,0,1,kn,wrong
3403,3403,665,The population of that country is equal to that of India,The population of that country is high,The population of that country is less,0,0,kn,correct
1999,1999,117,The portion of the meal is like a construction worker.,The portions are large.,The food portion is small.,1,0,id,wrong
1357,1357,359,The portion of the meal like a home girl.,The portions are large.,The food portion is small.,1,1,id,correct
4462,4462,122,The president's speech is like water on the leaves of the talleus,The president's speech is repeated,The president's speech is steady.,1,0,su,wrong
4463,4463,123,The president's speech is like a kabah building.,The president's speech is repeated,The president's speech is steady.,0,1,su,wrong
5191,5191,655,The presidential palace smells like an ulcer day and night,The presidential palace is fragrant day and night,The presidential palace stinks day and night,1,1,sw,correct
5190,5190,654,The presidential palace is perfume day and night,The presidential palace is fragrant day and night,The presidential palace stinks day and night,0,0,sw,correct
101,101,101,The last sea voyage turned out to be a hilly road.,The previous sea voyage was very easy.,The previous sea voyage was very difficult.,1,1,hi,correct
100,100,100,The last sea voyage turned out like butter.,The previous sea voyage was very easy.,The previous sea voyage was very difficult.,0,0,hi,correct
4192,4192,256,The price of renting a car here is the cost of Umrah,The price of car rental here is cash,Car rental prices here are cheap.,0,0,su,correct
4193,4193,257,The price of renting a car here is the same as the cost of a rickshaw ride.,The price of car rental here is cash,Car rental prices here are cheap.,1,1,su,correct
1122,1122,124,The price of clothes at Cigasong Market now is like buying a private plane.,The price of clothes is very cheap.,The price of clothes is very expensive.,1,1,id,correct
1121,1121,123,The price of clothes at Cigasong Market now is like buying hotcakes.,The price of clothes is very cheap.,The price of clothes is very expensive.,0,0,id,correct
2186,2186,48,The price of red chili is sky high,The price of red chili is expensive,The price of red chili is cheap,0,0,jv,correct
2584,2584,44,The price of red chili peppers,The price of red chili is expensive,The price of red chili is cheap,0,1,jv,wrong
4168,4168,232,The price of towels in this shop is the same as sugar flowers in the shop,The price of towels in this store is cheap,The price of towels in this store is cash.,0,0,su,correct
4169,4169,233,The price of towels in this store is the same as that of a house in an elite complex.,The price of towels in this store is cheap,The price of towels in this store is cash.,1,1,su,correct
5520,5520,160,The priest's robe is snow.,The priest is wearing white clothes.,The priest is dressed in black.,1,0,sw,wrong
5073,5073,537,The priest's robe is charcoal.,The priest is wearing white clothes.,The priest is dressed in black.,1,1,sw,correct
5836,5836,201,The prince opened his mouth,The prince spoke without fear,The prince was afraid to speak,0,0,yo,correct
5837,5837,202,The prince was afraid to open the matter,The prince spoke without fear,The prince was afraid to speak,1,1,yo,correct
4661,4661,125,The problem was as small as a mouse,The problem was small,The problem was big,0,0,sw,correct
4662,4662,126,The problem was as big as an elephant,The problem was small,The problem was big,1,1,sw,correct
2008,2008,126,The proposal got a red light.,The proposal gets approval.,The proposal can be rejected.,0,1,id,wrong
1410,1410,412,The proposal got the green light.,The proposal gets approval.,The proposal can be rejected.,0,0,id,correct
1242,1242,244,The purpose of life is like choosing the right knife to cut the ingredients you want to cook.,The purpose of life must be determined.,The purpose of life is original.,0,0,id,correct
1964,1964,82,The purpose of life is like scooping up water in a pond.,The purpose of life must be determined.,The purpose of life is original.,0,1,id,wrong
1973,1973,91,"The quality of a person is like rice, the more it is filled, the more it bends.","The quality of a person is the more successful, the more understated.",The quality of a person after success becomes arrogant.,1,0,id,wrong
1273,1273,275,The quality of a person is like a bean forgetting his skin.,"The quality of a person is the more successful, the more understated.",The quality of a person after success becomes arrogant.,1,1,id,correct
4150,4150,214,The quality of new luggage is the cost of someone else's,The quality of the new luggage is good,The quality of the new luggage is good.,0,0,su,correct
4464,4464,124,The quality of new luggage is the cost of dior luggage.,The quality of the new luggage is good,The quality of the new luggage is good.,0,1,su,wrong
5229,5229,693,Those questions were rocks,The questions were easy,The questions were very difficult,1,1,sw,correct
5228,5228,692,The questions were vegetables,The questions were easy,The questions were very difficult,0,0,sw,correct
1278,1278,280,The questions you always ask in class are like an old husband and wife who find a baby in a golden cucumber.,The questions you ask in class are impossible.,The questions you ask in class are scientific.,0,0,id,correct
1279,1279,281,The question you always ask in class is like proving that air is real.,The questions you ask in class are impossible.,The questions you ask in class are scientific.,1,1,id,correct
2006,2006,124,The queue for tickets is like a bank on Sunday.,The queue for tickets is long.,There is no ticket queue.,0,1,id,wrong
1396,1396,398,The ticket queue is like a snake.,The queue for tickets is long.,There is no ticket queue.,0,0,id,correct
4030,4030,94,The rain is like kettle water.,The rain is heavy,The rain is silent.,1,1,su,correct
4406,4406,66,The rain is like falling water,The rain is heavy,The rain is silent.,1,0,su,wrong
1993,1993,111,The report is full of black ink.,The report is full of bad grades.,The report is full of good grades.,0,1,id,wrong
1335,1335,337,The report is full of red ink.,The report is full of bad grades.,The report is full of good grades.,0,0,id,correct
1052,1052,54,Dian's responsibility is often carrying one large family.,The responsibility is heavy.,Light responsibility.,0,0,id,correct
1053,1053,55,Dian's responsibilities are as light as a leaf in the wind.,The responsibility is heavy.,Light responsibility.,1,1,id,correct
4256,4256,320,The food of the restaurant tastes like food in the palace,The restaurant's food is delicious,The food in that restaurant tastes like the food in the restaurant does not taste anything.,0,0,su,correct
4257,4257,321,The restaurant's food tastes like hospital food.,The restaurant's food is delicious,The food in that restaurant tastes like the food in the restaurant does not taste anything.,1,1,su,correct
4418,4418,78,The result of planting is like times for a while.,The results of planting are many,The result of planting is little.,0,1,su,wrong
4048,4048,112,The result of planting is like a flood,The results of planting are many,The result of planting is little.,0,0,su,correct
1452,1452,454,Today's match results make me feel like I spilled a plate of fried noodles that I haven't eaten yet.,The results of today's match made me feel disappointed.,The results of today's match made me feel satisfied.,0,0,id,correct
1453,1453,455,Today's results make me feel like I just finished my first marathon.,The results of today's match made me feel disappointed.,The results of today's match made me feel satisfied.,1,1,id,correct
2657,2657,117,Coffee shop rice is like eating porridge,The rice in the cafe is hard,The rice in the cafe tastes like rice,0,1,jv,wrong
2339,2339,201,The shop rice is like eating a rock,The rice in the cafe is hard,The rice in the cafe tastes like rice,0,0,jv,correct
2822,2822,84,That river does not flow as long as Kaveri,The river flows very far,The river flows a short distance,1,1,kn,correct
3540,3540,50,That river does not run as long as the Nile,The river flows very far,The river flows a short distance,1,0,kn,wrong
2720,2720,180,The road in front of the house is like a mess when it hits the water,The road in front of the house,The road in front of the house is lazy,1,0,jv,wrong
2494,2494,356,The road in front of the house looks like it was wiped with a wet cloth,The road in front of the house,The road in front of the house is lazy,1,1,jv,correct
1176,1176,178,The role of women in Javanese custom is like white paint that is daubed over an already white wall.,The role of women in Javanese customs has very little influence.,The role of women in Javanese customs is very influential.,0,0,id,correct
1936,1936,54,The role of women in Javanese custom is like black paint daubed on a white wall.,The role of women in Javanese customs has very little influence.,The role of women in Javanese customs is very influential.,0,1,id,wrong
4639,4639,103,The room has as little space left as the city.,The room has a lot of space left,The room has little space left,1,1,sw,correct
5396,5396,36,The room is as big as a farm,The room has a lot of space left,The room has little space left,1,0,sw,wrong
1387,1387,389,The room is like a palace.,The room is a mess.,The room is neat or beautiful.,1,1,id,correct
1386,1386,388,The room is like a broken ship.,The room is a mess.,The room is neat or beautiful.,0,0,id,correct
1569,1569,571,His room is as empty as the student balance at the end of the month.,The room is empty.,The room is full of stuff.,0,0,id,correct
2045,2045,163,His room is as empty as the company director's meeting schedule.,The room is empty.,The room is full of stuff.,0,1,id,wrong
5541,5541,181,The room was like a tick.,The room was empty.,The room was full.,0,1,sw,wrong
5540,5540,180,The room was like a breeze.,The room was empty.,The room was full.,1,0,sw,wrong
5083,5083,547,The room was like a tomb.,The room was glowing.,The room was dark.,1,1,sw,correct
5082,5082,546,The room was like a flame.,The room was glowing.,The room was dark.,0,0,sw,correct
4007,4007,71,It looks like it was found in the trash.,The rose is good,The rose is ugly.,1,1,su,correct
4006,4006,70,He looks like he bought it at the mall,The rose is good,The rose is ugly.,0,0,su,correct
1643,1643,645,The running speed of a marathon athlete from Indonesia is like a hungry snail.,The running speed of marathon athletes from Indonesia is fast.,The running speed of marathon athletes from Indonesia is slow.,1,1,id,correct
2065,2065,183,The running speed of marathon athletes from Indonesia is like a cheetah hunting for prey.,The running speed of marathon athletes from Indonesia is fast.,The running speed of marathon athletes from Indonesia is slow.,1,0,id,wrong
1253,1253,255,The rupiah exchange rate compared to the dollar is like the magic of Angling Dharma against Nyi Pelet.,The rupiah exchange rate compared to the dollar is weak.,The rupiah exchange rate compared to the dollar is strong.,1,1,id,correct
1252,1252,254,The rupiah exchange rate compared to the dollar is like a hunchback who is not confident.,The rupiah exchange rate compared to the dollar is weak.,The rupiah exchange rate compared to the dollar is strong.,0,0,id,correct
1056,1056,58,The distance from home to school is as far as across the ocean.,The school is far.,The school is near.,0,0,id,correct
1057,1057,59,The distance between his house and school is as far as the neighbor's house.,The school is far.,The school is near.,1,1,id,correct
321,321,321,The sculptor's hands were flailing like a drowning man.,The sculptor was very nervous.,The sculptor was doing his job like a master.,0,0,hi,correct
322,322,322,The hands of the sculptor were fluttering like the wings of birds.,The sculptor was very nervous.,The sculptor was doing his job like a master.,1,1,hi,correct
4477,4477,137,The sea in Sukabumi is like a class that gets a picket,The sea in Sukabumi is clean,Sea in Sukabumi bala.,1,0,su,wrong
4189,4189,253,The sea in Sukabumi is like a former concert field.,The sea in Sukabumi is clean,Sea in Sukabumi bala.,1,1,su,correct
6281,6281,300,The dead of night is possible,The secret is out,The secret is covered,1,0,yo,wrong
5919,5919,284,Break the bread,The secret is out,The secret is covered,1,1,yo,correct
5692,5692,57,Akara Gbadegeghin and his younger brother are separated like their father who is in prison,The secret of Gbadégégin and his younger brother has been revealed,The secret of Gbádégégin and the younger brother is covered,0,0,yo,correct
6030,6030,49,Akara Gbadégeşin and his younger brother did not get along,The secret of Gbadégégin and his younger brother has been revealed,The secret of Gbádégégin and the younger brother is covered,0,1,yo,wrong
1558,1558,560,This seminar feels like a gathering in a hangout. .,The seminar is very formal.,The seminars are very informal.,1,1,id,correct
1557,1557,559,This seminar feels like a meeting with the president. .,The seminar is very formal.,The seminars are very informal.,0,0,id,correct
1556,1556,558,This seminar seemed to be held by the organizers of the World Cup.,The seminar was carried out in an amateur manner.,The seminar was carried out in a professional manner.,1,1,id,correct
1555,1555,557,This seminar seemed to be held by high school students.,The seminar was carried out in an amateur manner.,The seminar was carried out in a professional manner.,0,0,id,correct
5334,5334,798,The senator's house is bad as hell,The senator's house is very nice,The senator's house is not even nice,1,1,sw,correct
5333,5333,797,The senator's home is as beautiful as heaven,The senator's house is very nice,The senator's house is not even nice,0,0,sw,correct
4292,4292,356,Today's teenagers feel nationalism like the Mariana Trench in the Pacific Ocean,The sense of teenage nationalism is high,The sense of nationalism of teenagers is low.,0,0,su,correct
4293,4293,357,Today's teenagers feel nationalism like the depth of a pond for fish.,The sense of teenage nationalism is high,The sense of nationalism of teenagers is low.,1,1,su,correct
463,463,463,It was as if the servant had put honey in the tea.,The servant had made absolutely rubbish tea.,The servant had made very nice tea.,1,1,hi,correct
462,462,462,The servant had brought salt in the tea.,The servant had made absolutely rubbish tea.,The servant had made very nice tea.,0,0,hi,correct
2201,2201,63,The cloud is shaped like a white sheep,The shape of the cloud is very clean,The cloud looks like it's very dirty,1,1,jv,correct
2593,2593,53,The cloud is shaped like a ram,The shape of the cloud is very clean,The cloud looks like it's very dirty,1,0,jv,wrong
1106,1106,108,My shoes smell like a trash can.,The shoes smell good.,The shoes stink.,1,1,id,correct
1105,1105,107,My shoes smell like a field of flowers.,The shoes smell good.,The shoes stink.,0,0,id,correct
394,394,394,The shop is running at a snail's pace.,The shop is earning well.,There is no earning from the shop.,1,1,hi,correct
393,393,393,The shop is running horse.,The shop is earning well.,There is no earning from the shop.,0,0,hi,correct
2185,2185,47,It is a sign that it will rain because the clouds are like burning candles,The sign is that it will rain because the clouds are very dark,It's a sign that it's going to rain because it's cloudy,1,1,jv,correct
2184,2184,46,The sign is going to rain because the clouds are like blowing your nose,The sign is that it will rain because the clouds are very dark,It's a sign that it's going to rain because it's cloudy,0,0,jv,correct
600,600,600,The singer was singing like a ring master.,The singer was singing very loudly.,The singer was singing very melodiously.,0,0,hi,correct
601,601,601,The singer was singing like an angel from heaven.,The singer was singing very loudly.,The singer was singing very melodiously.,1,1,hi,correct
5680,5680,45,The sister that the boss has just hired is a child,The sister is not in sight,Sister in the eyes of the body,0,0,yo,correct
5679,5679,44,Lakiriboto is the sister whom the boss has just hired,The sister is not in sight,Sister in the eyes of the body,1,1,yo,correct
6046,6046,65,The six-year-old boy was born to a chosen family,The six-year-old knows the city very well,The six-year-old child is completely unfamiliar with the city,0,1,yo,wrong
5712,5712,77,The six-year-old boy was born into a privileged family,The six-year-old knows the city very well,The six-year-old child is completely unfamiliar with the city,0,0,yo,correct
3701,3701,211,The size of that bird is less than an eagle,The size of that bird is small,The size of that bird is not less,0,1,kn,wrong
3103,3103,365,The size of that bird is as small as a sparrow,The size of that bird is small,The size of that bird is not less,0,0,kn,correct
2754,2754,16,It is the size of a football.,The size of that thing is big,The size of the object is small,0,0,kn,correct
2755,2755,17,It is about the size of a golf ball.,The size of that thing is big,The size of the object is small,1,1,kn,correct
2828,2828,90,The creature is as small as an ant,The size of the creature is small,The size of the creature is huge,0,0,kn,correct
3542,3542,52,The creature is as small as a cat,The size of the creature is small,The size of the creature is huge,0,1,kn,wrong
3499,3499,9,That thing is as small as a bird,The size of the object is small,The size of that thing is big,0,1,kn,wrong
2759,2759,21,That thing is as small as a worm,The size of the object is small,The size of that thing is big,0,0,kn,correct
1419,1419,421,Her skin is like crystal.,The skin is large porous and textured.,Her skin is smooth and radiant.,1,1,id,correct
1418,1418,420,His skin was like a gravel road.,The skin is large porous and textured.,Her skin is smooth and radiant.,0,0,id,correct
1788,1788,790,The skincare she uses costs a pack of boiled peanuts.,The skincare she uses is expensive.,The skincare she uses is cheap.,1,1,id,correct
1787,1787,789,The skincare she uses costs one car.,The skincare she uses is expensive.,The skincare she uses is cheap.,0,0,id,correct
3516,3516,26,The sky is cloudy like summer.,The sky is more cloudy,The sky is partly cloudy,0,1,kn,wrong
2778,2778,40,The sky is cloudy like the rainy season.,The sky is more cloudy,The sky is partly cloudy,0,0,kn,correct
4336,4336,400,The smell in public transport is like being in a perfume shop.,The smell in public transport smells,The smell in public transport is fragrant.,1,1,su,correct
4335,4335,399,The smell in public transport is like sticky rice,The smell in public transport smells,The smell in public transport is fragrant.,0,0,su,correct
4588,4588,52,The smell of his feet was enough to kill mosquitoes,The smell of his feet became very strong,The smell of his feet was not strong,0,0,sw,correct
5376,5376,16,The smell of his feet would be perfect for making perfume,The smell of his feet became very strong,The smell of his feet was not strong,0,1,sw,wrong
814,814,146,Your smile looks like the full moon.,The smile on your face is always visible.,Sometimes the smile on your face is visible.,0,1,hi,wrong
346,346,346,Your smile looks like the stars.,The smile on your face is always visible.,Sometimes the smile on your face is visible.,0,0,hi,correct
4053,4053,117,Asep runs like a moose,The smoke runs fast,The smoke ran for a long time.,0,0,su,correct
4423,4423,83,The smoke runs like a snail.,The smoke runs fast,The smoke ran for a long time.,0,1,su,wrong
5804,5804,169,The glass of water I drank yesterday was like a bottle of water,The soap was really hot,The water was boiling,0,0,yo,correct
5805,5805,170,The water I drank yesterday was bitter like a weed,The soap was really hot,The water was boiling,1,1,yo,correct
2022,2022,140,The sole of these shoes feels like pebbles on a river bed.,The sole of these shoes feels soft.,The sole of these shoes feels hard.,0,1,id,wrong
1462,1462,464,The sole of these shoes feels like down pillows.,The sole of these shoes feels soft.,The sole of these shoes feels hard.,0,0,id,correct
1851,1851,853,The soles of his feet are like those of an elephant.,The soles of the feet are large.,The soles of the feet are small.,0,0,id,correct
1852,1852,854,The soles of his feet were like those of ants.,The soles of the feet are large.,The soles of the feet are small.,1,1,id,correct
6044,6044,63,Bolaj's mother said that Bolaj's father's son is doing well,The son of Bolaj's father is too young,The son of Bolaj's father is too big,0,1,yo,wrong
5710,5710,75,Bolaj's mother said that Bolaj's father's son looked like a baby,The son of Bolaj's father is too young,The son of Bolaj's father is too big,0,0,yo,correct
1749,1749,751,The song you sing is like the sound of a driver's horn at a red light that has just turned green.,The song you sing is melodious.,The song you sing is noisy and disturbing.,1,1,id,correct
2101,2101,219,The song you sing is like a lullaby.,The song you sing is melodious.,The song you sing is noisy and disturbing.,1,0,id,wrong
4246,4246,310,His voice was like the roar of a lion,The sound is very big,His voice is small.,0,0,su,correct
4247,4247,311,It sounded like a bird chirping.,The sound is very big,His voice is small.,1,1,su,correct
709,709,41,The sound of a glass bottle breaking in the room was like a twine bomb.,The sound of breaking the bottle was loud.,The sound of breaking the bottle was very useful.,0,1,hi,wrong
143,143,143,The sound of breaking glass bottles in the room was like an atomic bomb.,The sound of breaking the bottle was loud.,The sound of breaking the bottle was very useful.,0,0,hi,correct
134,134,134,The sound of the flute was as smooth as silk.,The sound of the flute was very sweet.,The sound of the flute is very dissonant.,0,0,hi,correct
704,704,36,The sound of the flute was as smooth as the road.,The sound of the flute was very sweet.,The sound of the flute is very dissonant.,0,1,hi,wrong
4630,4630,94,The suit grew as big as a Nuclear bomb,The sound was loud,The voice was silent,0,0,sw,correct
4631,4631,95,The voice grew smaller like a slow song.,The sound was loud,The voice was silent,1,1,sw,correct
3808,3808,318,The sound was small like the sound of animals,The sound was small,That sound was not small,0,1,kn,wrong
3248,3248,510,The sound was as small as the sound of birds,The sound was small,That sound was not small,0,0,kn,correct
5664,5664,29,The soup that Abeni cooks off covers i euro,The soup was not tasty,The soup was delicious,1,1,yo,correct
6002,6002,21,The soup that Abeni cooks is like douyin,The soup was not tasty,The soup was delicious,1,0,yo,wrong
108,108,108,The speaker was speaking like a storm.,The speaker was very quiet.,The speaker was very enthusiastic.,1,1,hi,correct
698,698,30,That speaker was speaking like running water.,The speaker was very quiet.,The speaker was very enthusiastic.,1,0,hi,wrong
1112,1112,114,The speed of electric cars made in Indonesia is like the speed of a jet.,The speed of the car is fast.,The speed of the car is slow.,0,0,id,correct
1918,1918,36,The speed of an electric car made in Indonesia is like the speed of a delman.,The speed of the car is fast.,The speed of the car is slow.,0,1,id,wrong
3081,3081,343,The Games have a history as long as the Olympics,The sports event has a long history,The sports event does not have much history,0,0,kn,correct
3685,3685,195,The sports event has as much history as the World Cup,The sports event has a long history,The sports event does not have much history,0,1,kn,wrong
3922,3922,432,The state is small in area like Goa,The state is small in area,The state is not small in area,0,1,kn,wrong
3468,3468,730,The state is small in area like Karnataka,The state is small in area,The state is not small in area,0,0,kn,correct
5013,5013,477,The story is like death.,The story is from the beginning.,That story is final.,1,1,sw,correct
5012,5012,476,The story is like the cry of a child being born.,The story is from the beginning.,That story is final.,0,0,sw,correct
2302,2302,164,The story is so heart-wrenching that it feels like a sword,The story is heartbreaking,The story is heart-warming,0,0,jv,correct
2303,2303,165,The story is so heartwarming it feels like being sprinkled with flower water,The story is heartbreaking,The story is heart-warming,1,1,jv,correct
2085,2085,203,The story of this film is like the story of a blind widow who is accused of stealing a cow even though she is the mother of the local village head.,The story of this film is complex.,The story of this film is simple.,1,0,id,wrong
1685,1685,687,The story of this film is like one plus one equals two.,The story of this film is complex.,The story of this film is simple.,1,1,id,correct
1690,1690,692,The storyline of this book is as deep as the Indian Ocean.,The storyline of this book is deep.,The storyline of this book is shallow.,0,0,id,correct
1691,1691,693,The plot of this book is as deep as the ditch next to my house.,The storyline of this book is deep.,The storyline of this book is shallow.,1,1,id,correct
300,300,300,Shaking hands with that stranger felt like a warm blanket.,The stranger felt like a friend.,The stranger felt like an enemy.,0,0,hi,correct
301,301,301,Shaking hands with that stranger felt like hot sand.,The stranger felt like a friend.,The stranger felt like an enemy.,1,1,hi,correct
141,141,141,The street light was brighter than a candle.,The street light was too bright.,There was very little light from the street lights.,1,1,hi,correct
140,140,140,The street light was brighter than the sun.,The street light was too bright.,There was very little light from the street lights.,0,0,hi,correct
2459,2459,321,The streets in my village are lit up like a night market,The streets of my village are brightly lit,The streets of my village are dimly lit,0,0,jv,correct
2697,2697,157,The streets of my village are lit up like the shops of young girls,The streets of my village are brightly lit,The streets of my village are dimly lit,0,1,jv,wrong
2078,2078,196,The struggle to enter ITB is an attempt to kiss your own elbow.,The struggle to enter ITB is difficult.,The struggle to enter ITB is easy.,1,0,id,wrong
2079,2079,197,The struggle to enter ITB is the effort of left-handed people to write using their left hand.,The struggle to enter ITB is difficult.,The struggle to enter ITB is easy.,0,1,id,wrong
1891,1891,9,"When asked, the student answered as if he had pocketed the answer key in his head.",The student answered nervously.,The student answered calmly.,0,1,id,wrong
1043,1043,45,"When asked, the student answered like someone who was caught stealing.",The student answered nervously.,The student answered calmly.,0,0,id,correct
696,696,28,School student helped like wine.,The student brought a long relief.,The student just brought a moment's relief.,0,1,hi,wrong
102,102,102,The schoolboy helped like medicine.,The student brought a long relief.,The student just brought a moment's relief.,0,0,hi,correct
4732,4732,196,This student has a light head,The student does not understand easily,The student understands easily,1,1,sw,correct
4731,4731,195,This student is stubborn,The student does not understand easily,The student understands easily,0,0,sw,correct
2197,2197,59,The student is nicknamed the shrimp brain,The student has the nickname of a stupid person,The student has the nickname of a smart person,0,0,jv,correct
2591,2591,51,The student has the nickname of thin brain,The student has the nickname of a stupid person,The student has the nickname of a smart person,0,1,jv,wrong
1520,1520,522,The student is busy like a president.,The student is very busy.,The student is not busy.,0,0,id,correct
1521,1521,523,Students are busy like unemployed.,The student is very busy.,The student is not busy.,1,1,id,correct
5086,5086,550,The student was like a volcanic eruption.,The student was whispering.,The student was shouting.,1,1,sw,correct
5085,5085,549,The student was like the breath of a small wind.,The student was whispering.,The student was shouting.,0,0,sw,correct
5185,5185,649,A Chemistry subject is as calm as a jug of water,The subject of Chemistry is quiet in that school,Students are noisy during Chemistry lesson,0,0,sw,correct
5186,5186,650,Students make noise like Chiriku during the Chemistry lesson,The subject of Chemistry is quiet in that school,Students are noisy during Chemistry lesson,1,1,sw,correct
3793,3793,303,That subject was as complicated as history,The subject was complicated,The subject was not complicated,0,1,kn,wrong
3231,3231,493,That subject was complicated like physics,The subject was complicated,The subject was not complicated,0,0,kn,correct
1966,1966,84,"The sun today seems to live, reluctant to die, unwilling.",The sun today is very hot.,The sun today is dim.,0,1,id,wrong
1965,1965,83,The sun today seemed only an inch from the top of the crown of the head.,The sun today is very hot.,The sun today is dim.,1,0,id,wrong
2247,2247,109,The examiner has eyes like an eagle,The supervisor of the exam has a very watchful eye like an eagle,The supervisor of the exam has myopic eyes like an old man,0,0,jv,correct
2613,2613,73,The examiner has eyes like a lion,The supervisor of the exam has a very watchful eye like an eagle,The supervisor of the exam has myopic eyes like an old man,0,1,jv,wrong
1921,1921,39,Fortune comes as unexpected as the tide.,The sustenance that comes is little.,Fortune that comes a lot.,0,1,id,wrong
1125,1125,127,Fortune comes unexpectedly like low tide.,The sustenance that comes is little.,Fortune that comes a lot.,0,0,id,correct
5038,5038,502,The table was like a lily.,The table bought was beautiful.,The table bought was bad.,0,0,sw,correct
5039,5039,503,The table was like oak bark.,The table bought was beautiful.,The table bought was bad.,1,1,sw,correct
2263,2263,125,The taste of alcoholic drinks is like the bitterness of honey,The taste of alcoholic drinks is very sweet,The taste of alcoholic drinks is very bitter,0,0,jv,correct
2264,2264,126,The taste of alcohol is like poison,The taste of alcoholic drinks is very sweet,The taste of alcoholic drinks is very bitter,1,1,jv,correct
3246,3246,508,The taste of the meal was delicious as cooked by Amma,The taste of the meal was delicious,The food did not taste good,0,0,kn,correct
3806,3806,316,The taste of the meal was as delicious as hotel cuisine,The taste of the meal was delicious,The food did not taste good,0,1,kn,wrong
2379,2379,241,The taste of this food is like boiled tempeh,The taste of this food is savory,This food tastes good,1,1,jv,correct
2669,2669,129,The taste of this food is like chicken,The taste of this food is savory,This food tastes good,1,0,jv,wrong
2112,2112,230,The taste of this medicine is like lemongrass cooking water.,The taste of this medicine is bitter.,The taste of this medicine is sweet.,1,0,id,wrong
1804,1804,806,The taste of this medicine is like sugar water.,The taste of this medicine is bitter.,The taste of this medicine is sweet.,1,1,id,correct
2622,2622,82,The teacher gave me a task like building a temple,The teacher gave me a task to do,The teacher gave me the task of voting,1,0,jv,wrong
2623,2623,83,The teacher gave me a task like planting rice,The teacher gave me a task to do,The teacher gave me the task of voting,0,1,jv,wrong
1161,1161,163,The teacher gives material as if there is no tomorrow.,The teacher gives as much material as possible.,The teacher gives sufficient material.,0,0,id,correct
1931,1931,49,The teacher gives material as if there is still tomorrow.,The teacher gives as much material as possible.,The teacher gives sufficient material.,0,1,id,wrong
6130,6130,149,The university has sent home the teacher who raped the student,The teacher has been suspended,They gave our teacher a promotion,0,1,yo,wrong
6131,6131,150,The university has contributed to the salaries of our teachers,The teacher has been suspended,They gave our teacher a promotion,1,0,yo,wrong
4316,4316,380,A teacher is like a candle that is willing to burn itself to give light,The teacher is sincere,The teacher is selfish.,0,0,su,correct
4520,4520,180,A teacher is like a merchant to a buyer.,The teacher is sincere,The teacher is selfish.,0,1,su,wrong
6174,6174,193,The teacher has reached the ground,The teacher of the one who has nothing,A teacher has become a person who has a lot,0,1,yo,wrong
6175,6175,194,The teacher has reached the top,The teacher of the one who has nothing,A teacher has become a person who has a lot,1,0,yo,wrong
748,748,80,The teacher's cane is as hard as a mattress.,The teacher's cane is not very strict.,The teacher's cane is more severe.,1,0,hi,wrong
212,212,212,Teacher's cane is as hard as a board.,The teacher's cane is not very strict.,The teacher's cane is more severe.,1,1,hi,correct
2345,2345,207,The teacher's words are like a sharp sword,The teacher's words are sharp,The words of the teacher are good,0,0,jv,correct
2659,2659,119,The teacher's words are like blunt rubber,The teacher's words are sharp,The words of the teacher are good,0,1,jv,wrong
