,Unnamed: 0.1,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label,cos_sim
5372,5372,196,msanii yule ni kasuku,anaiga sauti fulani,hafuati sauti yoyote,1,0,sw,wrong,0.7227886319160461
5373,5373,197,wakulima wamekuwa tai baada ya kupalilia,wana matumaini ya kuvuna,hawana matumaini yoyote,1,0,sw,wrong,0.7277935147285461
5374,5374,198,siku hizi rafiki yangu amekuwa kinyonga,amekuwa kigeugeu,anaaminika,1,0,sw,wrong,0.4907279908657074
5375,5375,199,mama wa kambo amekuwa joka la mdimu,ana wivu sana,ana upendo,1,0,sw,wrong,0.660783588886261
5376,5376,200,mama wa kambo amekuwa maua,ana wivu sana,ana upendo,0,1,sw,wrong,0.660783588886261
5377,5377,201,watoto wake wamekuwa kumbikumbi,wanafuatana kila waendapo,hawafuatani kila mahali,1,0,sw,wrong,0.7537176609039307
5378,5378,202,watoto wake hawajakuwa kumbikumbi,wanafuatana kila waendapo,hawafuatani kila mahali,0,1,sw,wrong,0.7537176609039307
5379,5379,203,ndungu yake amekuwa nyati,amekuwa mshaulifu,si mshaulifu,1,0,sw,wrong,0.6114978194236755
5380,5380,204,ndugu yake hajakuwa nyati,amekuwa mshaulifu,si mshaulifu,0,1,sw,wrong,0.6114978194236755
5381,5381,205,msanii yule ni nyota,amebobea kwenye usanii,hajabobea sana,1,0,sw,wrong,0.4019591212272644
5382,5382,206,msanii yule si nyota,amebobea kwenye usanii,hajabobea sana,0,1,sw,wrong,0.4019591212272644
5383,5383,207,mkewe hajakuwa ndege wa mapema,anaamka mapema kufanya kazi,haamki mapema,0,1,sw,wrong,0.6369861364364624
5384,5384,208,maisha si barabara kuu,maisha ni mapana,maisha ni mafupi,0,1,sw,wrong,0.8985448479652405
5385,5385,209,hakuwa mbwa mwenye mfupa,alikuwa na mapato mengi,alikuwa hana lolote,0,1,sw,wrong,0.6056856513023376
5386,5386,210,bwana yule si mchungaji mwema,ni mwalimu mzuri,si mwalimu mwema,0,1,sw,wrong,0.854002833366394
5387,5387,211,askari wetu walikuwa kunguru vitani,walikuwa wakali sana,walikuwa ovyo,0,1,sw,wrong,0.7634035348892212
5388,5388,212,Picha hii ni ndoto.,Picha hii ni halisi.,Picha hii si halisi.,0,1,sw,wrong,0.8897343277931213
5389,5389,213,Filamu hii ni msitu mkubwa.,Filamu hii ina siri nyingi.,Filamu hii ina uwazi.,1,0,sw,wrong,0.7709285616874695
5390,5390,214,Msichana huyo ni treni inayotoka kwenye reli anapoimba.,Anaimba vizuri sana.,Anaimba vibaya sana.,0,1,sw,wrong,0.8673515319824219
5391,5391,215,Maneno yake ni dawa.,Maneno yake yanaponya.,Maneno yake yanaangamiza.,1,0,sw,wrong,0.8457753658294678
5392,5392,216,Maneno yake ni sumu.,Maneno yake yanaponya.,Maneno yake yanaangamiza.,0,1,sw,wrong,0.8457753658294678
5393,5393,217,Rafiki yangu ni chiruki.,Rafiki yangu anaongea sana.,Rafiki yangu yuko kimya sana.,1,0,sw,wrong,0.8509966731071472
5394,5394,218,Rafiki yangu ni maji mtungini.,Rafiki yangu anaongea sana.,Rafiki yangu yuko kimya sana.,0,1,sw,wrong,0.8509966731071472
5395,5395,219,Mgeni huyo ni kama jua la kutua.,Mgeni alitarajiwa kuja.,Mgeni alikuja ghafla.,1,0,sw,wrong,0.7822948098182678
5396,5396,220,Mwalimu wangu ana moyo wa jiwe.,Yeye ni mwenye fadhili.,Yeye ni mkatili.,0,1,sw,wrong,0.8133944272994995
5397,5397,221,Nyumbani kwetu ni jela.,Nyumbani kuna uhuru.,Nyumbani hakuna uhuru.,0,1,sw,wrong,0.8773084282875061
5398,5398,222,Maneno yake huwa shubiri kila anapozungumza.,Maneno yake ni matamu.,Maneno yake ni machungu.,0,1,sw,wrong,0.9539855122566224
5399,5399,223,Sauti yake ni kama kunong'ona.,Sauti yake iko chini sana.,Sauti yake iko juu sana.,1,0,sw,wrong,0.8749685287475586
5400,5400,224,Sauti yake ni kama dhoruba ya radi.,Sauti yake iko chini sana.,Sauti yake iko juu sana.,0,1,sw,wrong,0.8749685287475586
5401,5401,225,Mwanariadha yule ni duma.,Mwanariadha yule ana mbio sana.,Mwanariadha yule anakimbia polepole sana.,1,0,sw,wrong,0.8850871920585632
5402,5402,226,Mwanariadha yule ni kobe,Mwanariadha yule ana mbio sana.,Mwanariadha yule anakimbia polepole sana.,0,1,sw,wrong,0.8850871920585632
5403,5403,227,Chakula kilikuwa kuzimu.,Chakula ni baridi sana.,Chakula ni moto sana.,0,1,sw,wrong,0.8863248825073242
5404,5404,228,Mchezaji huyu ni twiga.,Mchezaji huyu ni mrefu.,Mchezajii huyu ni mfupi.,1,0,sw,wrong,0.8420997262001038
5405,5405,229,Safari ilikuwa ni uzito kwenye mabega yangu.,Safari hiyo ilikuwa rahisi sana.,Safari hiyo ilikuwa ngumu sana.,0,1,sw,wrong,0.88017338514328
5406,5406,230,Yule ni mkweli kama mwanasiasa wakati wa kampeni.,Yule ni mkweli.,Yule ni mwongo.,0,1,sw,wrong,0.80077064037323
5407,5407,231,Wimbo huu ni mwanga wa jua.,Wimbo huu unanifanya nichangamke.,Wimbo huu unachosha.,1,0,sw,wrong,0.7547417283058167
5408,5408,232,Mtoto wake ni Adamu na Eva.,Mtoto wake ni mtiifu.,Mtoto wake ni mkaidi.,0,1,sw,wrong,0.9426809549331664
5409,5409,233,Ana moyo wa simba.,Yeye ni jasiri.,Yeye ni mwoga.,1,0,sw,wrong,0.7324763536453247
5410,5410,234,Kitabu hiki ni dhahabu.,Kitabu hiki ni kizuri.,Kitabu hiki ni kibaya.,1,0,sw,wrong,0.8425028324127197
5411,5411,235,Kitabu hiki ni yai bovu.,Kitabu hiki ni kizuri.,Kitabu hiki ni kibaya.,0,1,sw,wrong,0.8425028324127197
5412,5412,236,Rafiki yangu ni panya wa kanisa.,Yeye ni tajiri kupindukia.,Yeye ni maskini.,0,1,sw,wrong,0.6111711859703064
5413,5413,237,Swali ya hesabu katika mtihani ilikuwa mawe.,Mtihani ilikuwa rahisi.,Mtihani ilikuwa ngumu.,0,1,sw,wrong,0.864424467086792
5414,5414,238,Panga hii ni sehemu ya nyuma ya kisu.,Panga hii ni kali.,Panga hii ni butu.,0,1,sw,wrong,0.7868182063102722
5415,5415,239,Mtoto huyo ni tausi.,Yeye anajivunia.,Yeye aliona aibu.,1,0,sw,wrong,0.6732645034790039
5416,5416,240,Mama yake ni simba.,Mama yake ni mkali.,Mama yake ni mpole.,1,0,sw,wrong,0.8697022199630737
5417,5417,241,Mwenzake ni mchwa.,Yeye ni mwenye bidii.,Yeye mvivu.,1,0,sw,wrong,0.7517589926719666
5418,5418,242,Somo la hesabu ni mchana wa mwanga.,Somo hilo linaeleweka.,Somo hilo halieleweki.,1,0,sw,wrong,0.5275618433952332
5419,5419,243,Kijana yule ni mtumwa.,Yeye ni mvumilivi.,Yeye si mvumilivu.,1,0,sw,wrong,0.6817492246627808
5420,5420,244,Nguo zake ni kama kidonda.,Nguo zake zinanuka vizuri.,Nguo zake zina uvundo.,0,1,sw,wrong,0.7266068458557129
5421,5421,245,Yule ni mboni ya jicho langu.,Nampenda sana.,Namchukia sana.,1,0,sw,wrong,0.8027891516685486
5422,5422,246,Mwanasoka yule ni nyota.,Yule amekamilika.,Yule sio kamili.,1,0,sw,wrong,0.6215268969535828
5423,5423,247,Mwanasoka yule ni mwezi mpevu.,Yule amekamilika.,Yule sio kamili.,0,1,sw,wrong,0.6215268969535828
5424,5424,248,Kitabu hiki ni kipya kama milima.,Kitabu hiki ni kipya.,Kitabu hiki ni cha zamani.,0,1,sw,wrong,0.8495373129844666
5425,5425,249,Urafiki wao ni kama wa chanda na pete.,Urafiki wao ni wa amani na upendo.,Urafiki wao ni wa vita na vurugu.,1,0,sw,wrong,0.8546314835548401
5426,5426,250,Yeye ni filimbi.,Yeye ni safi.,Yeye ni chafu.,1,0,sw,wrong,0.8325842022895813
5427,5427,251,Mama wa kambo amekuwa njiwa.,Mama wa kambo ni mzuri.,Mama wa kambo ni mbaya.,1,0,sw,wrong,0.8101130127906799
5428,5428,252,Mambo yake ni giza.,Mambo yake ni wazi sana.,Mambo yake ni fiche sana.,0,1,sw,wrong,0.798374354839325
5429,5429,253,Mtoto yule ni bahari.,Yule ni mtulivu.,Yule ni mwenye hamaki.,1,0,sw,wrong,0.7448865175247192
5430,5430,254,Mtoto yule ni mkizi.,Yule ni mtulivu.,Yule ni mwenye hamaki.,0,1,sw,wrong,0.7448865175247192
5431,5431,255,Siku ya leo ni kama Kalahari.,Mvua inanyesha sana leo.,Jua linachoma sana leo.,0,1,sw,wrong,0.8132364749908447
5432,5432,256,Mwajiriwa yule ni Yuda Iskariote.,Yule ni muaminifu.,Yule ni msaliti.,0,1,sw,wrong,0.9178505539894104
5433,5433,257,Maumivu ni shoka linalokata moyo wangu.,Maumivu yangu ni chungu sana.,Maumivu yangu si chungu.,1,0,sw,wrong,0.7312064170837402
5434,5434,258,Maumivu ni muziki mzuri kwa roho yangu.,Maumivu yangu ni chungu sana.,Maumivu yangu si chungu.,0,1,sw,wrong,0.7312064170837402
5435,5435,259,Uhusiano wao ni kama kimbunga.,Uhusiano wao umejaa amani.,Uhusiano wao umejaa mzozo.,0,1,sw,wrong,0.8376034498214722
5436,5436,260,Kalamu hizi ni kama mbaazi mbili kwenye ganda.,Kalamu hizi zinafanana.,Kalamu hizi ni tofauti.,1,0,sw,wrong,0.7580787539482117
5437,5437,261,Wao ni panya.,Wao ni waaminifu.,Wao ni wasaliti.,0,1,sw,wrong,0.8060702681541443
5438,5438,262,Viatu vya baba ni takataka.,Viatu vyake vina harufu nzuri.',Viatu vyake vina harufu mbaya.,0,1,sw,wrong,0.8488308787345886
5439,5439,263,Usiku wa leo anga ni kanisa siku ya juma.,Usiku wa leo anga ina nyota nyingi.,"Usiku wa leo anga ni tupu, haina nyota.",0,1,sw,wrong,0.7916954755783081
5440,5440,264,Msichani yule ni waridi kati ya miiba.,Yeye ni mkarimu na mwenye upendo.,Yeye si mkarimu na mwenye upendo.,1,0,sw,wrong,0.8460949063301086
5441,5441,265,Kiti hiki ni mwamba katika dhoruba.,Kiti hiki kina nguvu.,Kiti hiki ni dhaifu.,1,0,sw,wrong,0.8570212125778198
5442,5442,266,Sherehe hiyo ilikuwa wimbo uliosahaulika.,Ilikuwa na watu wengi na kelele nyingi.,Ilikuwa kimya.,0,1,sw,wrong,0.5108450055122375
5443,5443,267,Mtihani ulikuwa gunia tupu kusimama wima.,Mtihani ulikuwa rahisi.,Mtihani ulikuwa ngumu.,0,1,sw,wrong,0.8603380918502808
5444,5444,268,Kijana yule ni panya.,Kijana yule alikula kwa pupa.,Kijana yule alikula bila haraka.,0,1,sw,wrong,0.7987648248672485
5445,5445,269,Simu hii ni kama ng’ombe.,Simu hii ni muhimu.,Simu hii haina maana.,1,0,sw,wrong,0.8024724125862122
5446,5446,270,Simu hii ni kama bunduki bila kichochezi.,Simu hii ni muhimu.,Simu hii haina maana.,0,1,sw,wrong,0.8024724125862122
5447,5447,271,Mtu huyu ni kama jua na mwezi.,Mtu huyu anajulikana.,Mtu huyu ni wa ajabu.,1,0,sw,wrong,0.7518482208251953
5448,5448,272,Yeye ni kifo.,Amejaa upendo.,Amejaa chuki.,0,1,sw,wrong,0.7445850372314453
5449,5449,273,Kijiti hiki ni kama mitaa ya Boston.,Kijiti hiki kimenyooka.,Kijiti hiki kimepinda.,0,1,sw,wrong,0.8504526019096375
5450,5450,274,Mtu huyo alikuwa yai.,Mtu huyo alikuwa na nywele nyingi.,Mtu huyo alikuwa na upara.,0,1,sw,wrong,0.7757472395896912
5451,5451,275,Mzigo hii ni kama manyoya.,Mzigo hii ni nyepesi sana.,Mzigo hii ni nzito sana.,1,0,sw,wrong,0.8105483055114746
5452,5452,276,Mzigo hii ni kama nanga.,Mzigo hii ni nyepesi sana.,Mzigo hii ni nzito sana.,0,1,sw,wrong,0.8105483055114746
5453,5453,277,Mayai haya ni ndimu.,Mayai haya ni matamu.,Mayai haya ni machungu.,0,1,sw,wrong,0.7390515208244324
5454,5454,278,Alikuwa kama nta.,Aliongea kwa adabu.,Aliongea kwa jeuri.,1,0,sw,wrong,0.8526702523231506
5455,5455,279,Hao ni ulimi na meno.,Walikuwa marafiki wazuri.,Walikuwa maadui.,1,0,sw,wrong,0.7468866109848022
5456,5456,280,Hao ni maji na mafuta.,Walikuwa marafiki wazuri.,Walikuwa maadui.,0,1,sw,wrong,0.7468866109848022
5457,5457,281,Mtoto yule ni kibogoyo aliyeota Meno.,Mtoto yule amefurahi.,Mtoto yule amehuzunika.,1,0,sw,wrong,0.8710076212882996
5458,5458,282,Mtoto yule ni mfiwa.,Mtoto yule amefurahi.,Mtoto yule amehuzunika.,0,1,sw,wrong,0.8710076212882996
5459,5459,283,Ngozi yake ni hariri.,Ngozi yake ni laini.,Ngozi yake ni ngumu.,1,0,sw,wrong,0.8610878586769104
5460,5460,284,Ngozi yake ni mawe,Ngozi yake ni laini.,Ngozi yake ni ngumu.,0,1,sw,wrong,0.8610878586769104
5461,5461,285,Wazazi wangu ni kama bibi kizee.,Wazazi wangu hawasahau kamwe.,Wazazi wangu ni wasahaulifu.,0,1,sw,wrong,0.6977526545524597
5462,5462,286,Yeye alikuwa mahali kama kasri la mfalme.,Yeye alijivinjari.,Yeye alihangaika.,1,0,sw,wrong,0.773145854473114
5463,5463,287,Maneno yake yalikuwa kama rula.,Maneno yake yalikuwa yamenyooka.,Maneno yake hayakuwa yamenyooka.,1,0,sw,wrong,0.8622623682022095
5464,5464,288,Yeye ni jongoo.,Yeye ni mwaminifu.,Yeye ni mwongo.,0,1,sw,wrong,0.7106700539588928
5465,5465,289,Binti huyu ni Firauni.,Binti huyu ni mcha Mungu.,Ni binti akanaye Mungu.,0,1,sw,wrong,0.8296133875846863
5466,5466,290,Alikuwa kama kumbikumbi.,Alikuwa kiongozi katika mkutano.,Alikuwa mfuasi katika mkutano.,0,1,sw,wrong,0.8694521188735962
5467,5467,291,Mazungumuzo yake yalikuwa kama bunda la noti.,Yake yalikuwa ya thamana.,Yake yalikuwa yasiyo na maana.,1,0,sw,wrong,0.7537964582443237
5468,5468,292,Busu lake lilikuwa kama la Yuda Iskarioti kwa Yesu.,Busu lake lilikuwa la mapenzi ya kweli.,Busu lake lilikuwa la usaliti.,0,1,sw,wrong,0.7200741767883301
5469,5469,293,Barabara hii ni uzi.,Barabara hii ni pana sana.,Barabara hii ni nyembamba sana.,0,1,sw,wrong,0.9168729782104492
5470,5470,294,Maneno yake yalikuwa kama tabasamu.,Maneno yake yalikuwa fichu.,Maneno yake yalikuwa fiche.,1,0,sw,wrong,0.945093870162964
5471,5471,295,Maneno yake yalikuwa kama fumbo.,Maneno yake yalikuwa fichu.,Maneno yake yalikuwa fiche.,0,1,sw,wrong,0.945093870162964
5472,5472,296,Mwanariadha huyu ni duma.,Mwanariadha huyu ana mbio sana.,Mwanariadha huyu anakimbia polepole sana.,1,0,sw,wrong,0.8914914131164551
5473,5473,297,Mwanariadha huyu ni kobe.,Mwanariadha huyu ana mbio sana.,Mwanariadha huyu anakimbia polepole sana.,0,1,sw,wrong,0.8914914131164551
5474,5474,298,Alikuwa kama mtego wa dubu.,Alikuwa na ufanisi kazini.,Hakuwa na ufanisi kazini.,1,0,sw,wrong,0.852540135383606
5475,5475,299,Filamu hii ni kama waridi.,Filamu hii ni nzuri.,Filamu hii ni mbaya.,1,0,sw,wrong,0.8920153379440308
5476,5476,300,Ardhi ilikuwa kama jua.,Ardhi ilikuwa tija.,Ardhi ilikuwa tasa.,1,0,sw,wrong,0.8321409225463867
5477,5477,301,Miche ilikuwa kama magugu kwenye kaburi lililopuuzwa.,Miche ilikuwa inakua.,Miche ilikuwa inapungua.,1,0,sw,wrong,0.8036646842956543
5478,5478,302,Samani hii ni kama saa.,Samani hii ni ya kweli.,Samani hii ni ya bandia.,0,1,sw,wrong,0.7890321612358093
5479,5479,303,Mwanafunzi alikuwa kama pumzi za upepo mdogo.,Mwanafunzi alikuwa akinong'ona.,Mwanafunzi alikuwa akipiga kelele.,1,0,sw,wrong,0.8457973003387451
5480,5480,304,Upepo ulikuwa kama nguzo.,Upepo ulikuwa thabiti.,Upepo haukuwa thabiti.,1,0,sw,wrong,0.8616174459457397
5481,5481,305,Shati lake ni shimo la makaa ya mawe.,Shati lake ni jeupe.,Shati lake ni jeusi.,0,1,sw,wrong,0.9672946333885192
5482,5482,306,Sakafu hii ni kama nyoka.,Sakafu hii inateleza.,Sakafu hii ni kavu.,1,0,sw,wrong,0.6643669009208679
5483,5483,307,Sakafu hii ni kama ukweli wa kisukuku.,Sakafu hii inateleza.,Sakafu hii ni kavu.,0,1,sw,wrong,0.6643669009208679
5484,5484,308,Uchaguzi huu ni kumpa hakimu hekima kwa sababu tu amevalia tofauti na wanaume wengine.,Uchaguzi huu ni wa haki.,Uchaguzi huu si wa haki.,0,1,sw,wrong,0.8973740935325623
5485,5485,309,Mchezaji alikuwa kama dhahabu safi kwa mzunguko.,Mchezaji alikuwa fiti kwa mchezo.,Mchezaji alikuwa hafai kwa mchezo.,0,1,sw,wrong,0.9259985089302064
5486,5486,310,Mbwa huyu ni kunguru.,Mbwa huyu ni shujaa.,Mbwa huyu ni mwoga.,0,1,sw,wrong,0.840033233165741
5487,5487,311,Yeye ni mti mtukufu ambao umejeruhiwa wakati unatoa zeri.,Yeye ni mwenye huruma.,Yeye si mwenye huruma.,1,0,sw,wrong,0.7974781394004822
5488,5488,312,Yeye ni kaisari.,Yeye ni mwenye huruma.,Yeye si mwenye huruma.,0,1,sw,wrong,0.7974781394004822
5489,5489,313,Eneo la benki ni kama mkuu katika ngome lake.,Eneo la benki limelindwa.,Eneo la benki ni dhahiri.,1,0,sw,wrong,0.7607476115226746
5490,5490,314,Msichana yule ni hekalu takatifu lenye limeibiwa.,Msichana yule amebarikiwa.,Msichana yule amelaaniwa.,0,1,sw,wrong,0.8503548502922058
5491,5491,315,Hali ya hewa ni kama kimbunga kamili.,Hali ya hewa ni shwari.,Hali ya hewa ni ya dhoruba.,0,1,sw,wrong,0.7870453596115112
5492,5492,316,Alihama kama sekunde moja hadi nyingine.,Alihama karibu na shangazi.,Alihama mbali na shangazi.,1,0,sw,wrong,0.7242610454559326
5493,5493,317,Alihama kama wema ulivyo juu ya ubaya.,Alihama karibu na shangazi.,Alihama mbali na shangazi.,0,1,sw,wrong,0.7242610454559326
5494,5494,318,Safari ilikuwa kama jua baada ya mvua.,Safari ilikuwa na starehe.,Safari haikuwa na starehe.,1,0,sw,wrong,0.8889753818511963
5495,5495,319,Kijana huyu ni kama kitu cha hatia.,Kijana huyu ni mwenye kiburi.,Kijana huyu ni mwenye aibu.,0,1,sw,wrong,0.951880156993866
5496,5496,320,Alikuwa kama jua katika chemchemi.,Alikuwa mkarimu kwake.,Alikuwa na wivu kwake.,1,0,sw,wrong,0.8324862122535706
5497,5497,321,Chumba kilikuwa kama kupe.,Chumba kilikuwa tupu.,Chumba kilikuwa kimejaa.,0,1,sw,wrong,0.9477205276489258
5498,5498,322,Kijana alikuwa kama mpiga grenadi.,Kijana alikuwa jasiri.,Kijana aliogopa.,1,0,sw,wrong,0.7539596557617188
5499,5499,323,Sauti yake ilikuwa kama mvua inavyoshuka kwenye paa.,Sauti yake ilikuwa ya muziki.,Sauti yake haikuwa ya muziki.,1,0,sw,wrong,0.9152370095252992
5500,5500,324,Wao walikuwa mchwa.,Walikusanyika njiani.,Walitawanyika njiani.,1,0,sw,wrong,0.8824107646942139
5501,5501,325,Aliketi kama kitabu cha kiebrania.,Aliketi mbele.,Aliketi nyuma.,0,1,sw,wrong,0.6382668018341064
5502,5502,326,Jamii ilikuwa kama uumbaji.,Jamii ilikuwa changa.,Jamii ilikuwa ya zamani.,0,1,sw,wrong,0.8564631938934326
5503,5503,327,Kaka yangu alikuwa kama mtoto anayechapwa.,Kaka yangu alicheka.,Kaka yangu alilia.,0,1,sw,wrong,0.8738380074501038
5504,5504,328,Walikimbia kama moshi ya tanuru.,Walikimbia juu ya kilima.,Walikimbia chini ya kilima.,1,0,sw,wrong,0.8975048661231995
5505,5505,329,Chumba hiki ni sanamu.,Chumba hiki ni kimya.,Chumba hiki kina sauti kubwa.,1,0,sw,wrong,0.781952440738678
5506,5506,330,Baba ni nyuki.,Baba ana shughuli nyingi.,Baba yuko bila kazi.,1,0,sw,wrong,0.7485492825508118
5507,5507,331,Baba ni saa sita mchana.,Baba ana shughuli nyingi.,Baba yuko bila kazi.,0,1,sw,wrong,0.7485492825508118
5508,5508,332,Mahali hapa ni kama makaburi.,Mahali hapa ni kimya sana.,Mahali hapa pana kelele mingi.,1,0,sw,wrong,0.7794110774993896
5509,5509,333,Mahali hapa ni kama sokoni.,Mahali hapa ni kimya sana.,Mahali hapa pana kelele mingi.,0,1,sw,wrong,0.7794110774993896
5510,5510,334,Mifugo wote wako hai kama jana.,Mifugo wote wako hai.,Mifugo wote wamefariki.,0,1,sw,wrong,0.7383312582969666
5511,5511,335,Yeye ni mwanzi.,Yeye ni mwenye nguvu.,Yeye ni dhaifu.,0,1,sw,wrong,0.7979789972305298
5512,5512,336,Kimani ana roho kama ya Kuku,Kimani ni mvulana jasiri,Kimani ni mvulana mwoga,0,1,sw,wrong,0.8989754915237427
5513,5513,337,Makena alikuwa ameng'aa kama malaika,Makena alikua amependenza sana,Makena alikuwa amevalia vibaya,1,0,sw,wrong,0.6527175903320312
5514,5514,338,Jane ni Yesu kwa pesa,Jane ni Mchoyo sana kwa pesa,Jane ni mkarimu sana kwa pesa,0,1,sw,wrong,0.9841756224632264
5515,5515,339,Mtoto wa Maria ni Kichwa Maji darasani,Mtoto wa Maria haelewi kitu darasani,Mtoto wa Maria ni Mwerevu darasani,1,0,sw,wrong,0.8566638231277466
5516,5516,340,Tulikula chakula kitamu kama ndimu kwa  Otieno,Tulikula chakula kitamu kwa Otieno,Tulikula chakula so kitamu,0,1,sw,wrong,0.823535144329071
5517,5517,341,Onyango amekua maziwa ya kuku,Siku hizi Onyango hapatikani kabisa,Onyango anaonekana kila mahali,1,0,sw,wrong,0.3877191841602325
5518,5518,342,Onyango amekuwa kama mawingu angani,Siku hizi Onyango hapatikani kabisa,Onyango anaonekana kila mahali,0,1,sw,wrong,0.3877191841602325
5519,5519,343,Kipchoge ni konokono,Kipchoge ni Mwanariadha wa Kasi sana,Kipchoge ni mwanariadha asiye na kasi,0,1,sw,wrong,0.8576370477676392
5520,5520,344,Maria aliruka juu kama kobe,Maria aliruka juu kwa furaha,Maria alikua na huzuni,0,1,sw,wrong,0.7560429573059082
5521,5521,345,Sinema za Nairobi zina bei ghali kama nguo za mitumba,Sinema za Nairobi zina bei ghali sana,Sinema za Nairobi si za be ghali,0,1,sw,wrong,0.926525890827179
5522,5522,346,"Ukiwa Nakuru, Kitengela ni mbali kama nafasi kati ya macho","Ukiwa Nakuru, Kitengela ni mbali sana ukisafiri kwa baiskeli","Ukiwa Nakuru, Kitengela si mbali ukisafiri kwa baiskeli",0,1,sw,wrong,0.946346402168274
5523,5523,347,Sofia na Fred walikuwa chanda na pete,"Sofia alipopatana na Fred, walipendana mno","Sofia alipopatana na Fred, walichukiana mno",1,0,sw,wrong,0.968682587146759
5524,5524,348,Sofia na Fred walikuwa mafuta na maji,"Sofia alipopatana na Fred, walipendana mno","Sofia alipopatana na Fred, walichukiana mno",0,1,sw,wrong,0.968682587146759
5525,5525,349,Bahari ya hindi inameremeta kama shimo la taka msimu huu wa Krismasi,Bahari ya Hindi inameremeta msimu huu wa Krismasi,Bahari ya Hindi haina mvuto msimu huu wa Krismasi,0,1,sw,wrong,0.9008387327194214
5526,5526,350,Qatar imeng'aa kama anga kwa kombe la dunia,Qatar imeng'aa kwa ajili ya kombe la dunia,Qatar haijang'aa sana kwa kombe la dunia,1,0,sw,wrong,0.8644124865531921
5527,5527,351,Qatar imeng'aa kama soko la Gikomba kwa ajili ya kombe la dunia,Qatar imeng'aa kwa ajili ya kombe la dunia,Qatar haijang'aa sana kwa kombe la dunia,0,1,sw,wrong,0.8644124865531921
5528,5528,352,Nilihuzunika kama kibogoyo aliyepata meno nilipoenda Naivasha,Nilikasirika wazazi waliponilazimishwa kwenda Naivasha,Nilifurahia wazazi waliponishauri kwenda Naivasha,0,1,sw,wrong,0.8259962797164917
5529,5529,353,Usikue mkia wa mbuzi kwa maelekezo ya wazazi wako,Usiyakaidi maelekezo ya wazazi wako,Unafaa kuyasikiliza maelekezo ya wazazi wako,1,0,sw,wrong,0.7616693377494812
5530,5530,354,Wanafunzi huwa na Kelele kama Chiriku wakati wa somo la Kemia,Somo la Kemia huwa tulivu katika shule hiyo,Wanafunzi huwa na kelele wakati wa somo la Kemia,0,1,sw,wrong,0.6400434374809265
5531,5531,355,Kipchoge aling'aa kama mawe katika mbio za dunia,Kipchoge aling'aa katika mbio za dunia,Kipchoge alishindwa kung'aa katika mbio za dunia,0,1,sw,wrong,0.817556619644165
5532,5532,356,Wanakwaya wale wana sauti kama kinanda,Wanakwaya wale wana sauti nyororo na ya kupendeza,Wanakwaya wale hawana sauti za kuimba,1,0,sw,wrong,0.6109219789505005
5533,5533,357,Jirani yetu ana watoto wengi kama siafu,Jirani yetu ana watoto wengi,Jirani yetu ana watoto wachache sana,1,0,sw,wrong,0.930355429649353
5534,5534,358,Jirani yetu ana watoto adimu kama maziwa ya kuku,Jirani yetu ana watoto wengi,Jirani yetu ana watoto wachache sana,0,1,sw,wrong,0.930355429649353
5535,5535,359,Visima vya maji kule Marsabit na Moyale vina maji kama ziwa Victoria,Visima vya maji kule Marsabit na Moyale vimekauka,Visima vya maji kule Marsabit na Moyale vimetiliwa maji,0,1,sw,wrong,0.9547100067138672
5536,5536,360,Mkutano wa walimu ulikawia kama mngurumo wa radi,Mkutano wa walimu ulichukua muda mrefu,Mkutano wa walimu ulikuwa mfupi leo,0,1,sw,wrong,0.7392773628234863
5537,5537,361,Watoto wake hufuatana kama siafu,Watoto wake hufuatana kila wanakoenda,Watoto wake hawapatani kamwe,1,0,sw,wrong,0.7153316140174866
5538,5538,362,Watoto wake ni kama jua na mwezi,Watoto wake hufuatana kila wanakoenda,Watoto wake hawapatani kamwe,0,1,sw,wrong,0.7153316140174866
5539,5539,363,Maria ni tabibu wa moyo wangu,Maria hunituliza moyo anapowasili,Maria huniudhi kila anapowasili,1,0,sw,wrong,0.865235447883606
5540,5540,364,Maria ni chuma cha moto kwa moyo wangu,Maria hunituliza moyo anapowasili,Maria huniudhi kila anapowasili,0,1,sw,wrong,0.865235447883606
5541,5541,365,"Nilimpenda Jeptoo, nikawa kivuli chake","Nilimpenda Jeptoo, kila aendapo ningemfuata",Nilimpenda Jeptoo lakini Sikuenda popote angeenda,1,0,sw,wrong,0.729050874710083
5542,5542,366,Baba ya Alice ni mkali kama nzi,Baba ya Alice ni mkali mno,Baba ya Alice ni mzuri na  mkarimu,0,1,sw,wrong,0.8601793050765991
5543,5543,367,Nyumba yake ilikuwa na joto kama jiko,Nyumba yake ilikuwa na joto mno,Nyumba yake haikuwa na joto mno,1,0,sw,wrong,0.9512478709220886
5544,5544,368,Dada yake ni mkubwa kama tundu la sindano,Dada yake ni mkubwa,Dada yake si mkubwa,0,1,sw,wrong,0.8875489234924316
5545,5545,369,Imani yake ilikuwa na nguvu kama kijiti kilichoshikilia ndovu,Imani yake ilikuwa dhabiti mno,Imani yake ilikuwa hafifu,0,1,sw,wrong,0.8611267805099487
5546,5546,370,Maswali hayo yalikuwa mboga,Maswali hayo yalikuwa rahisi,Maswali hayo yalikuwa magumu mno,1,0,sw,wrong,0.8213807940483093
